epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))"
1,1.0913908034563065,0.32109788060188293,0.000934767723083496,inf,0.0,inf,0.975821144051022,0.3481481373310089,5.043877495659722e-05,inf,0.0,inf
2,0.9111693610747655,0.3523148000240326,0.0003059744834899902,inf,0.0,inf,0.926288714673784,0.34497353434562683,8.900960286458334e-06,inf,0.0,inf
3,0.8804321769211028,0.347949743270874,0.00010802613364325629,inf,0.0,inf,0.9048085278934903,0.3534391522407532,5.370246039496528e-05,inf,0.0,inf
4,0.8638625270790524,0.35191798210144043,9.642177157931858e-05,inf,0.0,inf,0.8903775890668233,0.33174604177474976,2.2040473090277776e-06,inf,0.0,inf
5,0.8498042090071573,0.3472883701324463,0.00011418925391303169,inf,0.0,inf,0.8730506473117404,0.3640211522579193,0.0,inf,0.0,inf
6,0.8344632398751047,0.3493386209011078,0.00020529429117838543,inf,0.0,inf,0.8548136154810587,0.35767194628715515,1.8225775824652779e-06,inf,0.0,inf
7,0.8176401365134451,0.3503306806087494,0.00016962157355414497,inf,0.0,inf,0.8376710017522176,0.3402116298675537,0.0,inf,0.0,inf
8,0.8023705240752962,0.3533068895339966,0.00017907222112019858,inf,0.0,inf,0.8209713425901201,0.3603174686431885,0.003387641906738281,inf,0.0,inf
9,0.7899070738918251,0.35674601793289185,0.0018026047282748753,inf,0.0,inf,0.8079498463206821,0.39153438806533813,9.960598415798612e-07,inf,0.0,inf
10,0.7789012921353181,0.36937829852104187,0.0017859670850965711,inf,0.0,inf,0.7992211586899227,0.3820105791091919,0.0,inf,0.0,inf
11,0.7692214877241188,0.37632274627685547,0.0009843601120842827,inf,0.0,inf,0.7898213711049822,0.38941797614097595,6.590949164496528e-06,inf,0.0,inf
12,0.7618404380149312,0.3761243522167206,0.0011083006858825684,inf,0.0,inf,0.7808613876501719,0.4095238149166107,0.005058564080132379,inf,0.0,inf
13,0.755024358133475,0.38445767760276794,0.006321387820773654,inf,0.0,inf,0.7772765497366587,0.37460318207740784,0.00014597574869791666,inf,0.0,inf
14,0.7486176306174861,0.38121694326400757,0.013727896743350558,inf,0.0,inf,0.7681815528207355,0.39523810148239136,0.008110131157769098,inf,0.0,inf
15,0.7423061862174007,0.3887566030025482,0.015801729096306696,inf,0.0,inf,0.7625686638885074,0.38730159401893616,0.05217696295844184,inf,0.0,inf
16,0.738447347531716,0.38048940896987915,0.002915149927139282,inf,0.0,inf,0.7570898198419147,0.4089947044849396,0.010900709364149306,inf,0.0,inf
17,0.7334146154837475,0.3881613612174988,0.02601163585980733,inf,0.0,inf,0.7529557317495346,0.37671956419944763,0.08728624979654948,inf,0.0,inf
18,0.7289318996585078,0.3819444477558136,0.025855106777615017,inf,0.0,inf,0.7496880335940255,0.3841269910335541,0.0526998413933648,inf,0.0,inf
19,0.7256002825167444,0.3871031701564789,0.02996948626306322,inf,0.0,inf,0.7460897117853165,0.3740740716457367,0.022126229604085286,inf,0.0,inf
20,0.7207397211756971,0.38749998807907104,0.020280664165814716,inf,0.0,inf,0.7409393429756165,0.40634921193122864,0.04777915742662218,inf,0.0,inf
21,0.7222587935419547,0.3886243402957916,0.058913430902693006,inf,0.0,inf,0.7400609852539168,0.4068782925605774,0.05949805047776964,inf,0.0,inf
22,0.7184124916584955,0.3811507821083069,0.049226831727557714,inf,0.0,inf,0.740327785246902,0.3830687701702118,0.07574651506212023,inf,0.0,inf
23,0.7163956474719776,0.391865074634552,0.05944406059053209,inf,0.0,inf,0.7363985864652528,0.4089947044849396,0.0361056645711263,inf,0.0,inf
24,0.7153179782132307,0.3889550268650055,0.05055640290180842,inf,0.0,inf,0.7389235079288483,0.3931216895580292,0.08908713658650716,inf,0.0,inf
25,0.7129365225012104,0.3856481611728668,0.05891555084122552,inf,0.0,inf,0.7319919104377429,0.39841270446777344,0.10594409041934544,inf,0.0,inf
26,0.7140865172983871,0.3867063522338867,0.08419615891244676,inf,0.0,inf,0.7302326545119285,0.3888888955116272,0.1217717276679145,inf,0.0,inf
27,0.7110765946408113,0.38538360595703125,0.07237809068626827,inf,0.0,inf,0.7287907111975882,0.4015873074531555,0.09685671064588759,inf,0.0,inf
28,0.7103841187846329,0.3871693015098572,0.08327954510847728,inf,0.0,inf,0.7293999246425099,0.3888888955116272,0.053605887624952525,inf,0.0,inf
29,0.7097457152998282,0.38425925374031067,0.10948615902000003,inf,0.0,inf,0.7299242986573113,0.4010581970214844,0.1077514304055108,inf,0.0,inf
30,0.7058911531646218,0.39014551043510437,0.08748170965247684,inf,0.0,inf,0.7244488860997889,0.3957671821117401,0.12042197121514214,inf,0.0,inf
31,0.7087021996784542,0.3839946985244751,0.11163641214370727,inf,0.0,inf,0.7240870191819138,0.41111111640930176,0.14142097367180717,inf,0.0,inf
32,0.7072238883934915,0.3879629671573639,0.11467303964826796,inf,0.0,inf,0.7245682128601604,0.3841269910335541,0.09098674721188016,inf,0.0,inf
33,0.7046743049493267,0.39126983284950256,0.09957920412222544,inf,0.0,inf,0.7229937843978405,0.3957671821117401,0.08573500182893541,inf,0.0,inf
34,0.7053224277372162,0.39252644777297974,0.11839775111940172,inf,0.0,inf,0.7231601525512007,0.37936508655548096,0.12123683293660482,inf,0.0,inf
35,0.7036670896121198,0.38650792837142944,0.11322551402780745,inf,0.0,inf,0.7215306857393847,0.3857142925262451,0.1520217259724935,inf,0.0,inf
36,0.7024582191266947,0.39239418506622314,0.11881938411129846,inf,0.0,inf,0.7272388657761945,0.38624337315559387,0.18812031745910646,inf,0.0,inf
37,0.7012480387981567,0.3878306746482849,0.12514359222518073,inf,0.0,inf,0.7201153161625068,0.40317460894584656,0.1778727822833591,inf,0.0,inf
38,0.7029565210661126,0.39153438806533813,0.12991707060072158,inf,0.0,inf,0.7222669762041833,0.38042327761650085,0.13172923194037545,inf,0.0,inf
39,0.7015684960203038,0.3861111104488373,0.13584444291061826,inf,0.0,inf,0.7181548047396872,0.39153438806533813,0.13792113463083902,inf,0.0,inf
40,0.7034568743055893,0.3888888955116272,0.13183785180250804,inf,0.0,inf,0.7179274053209358,0.4037036895751953,0.13443983395894368,inf,0.0,inf
41,0.7009776652014504,0.3897486627101898,0.13799693485101064,inf,0.0,inf,0.718886938939492,0.36772486567497253,0.2017533567216661,inf,0.0,inf
42,0.6989560313574555,0.39821428060531616,0.1497572034597397,inf,0.0,inf,0.7218965743150976,0.37248677015304565,0.19415027300516766,inf,0.0,inf
43,0.7018753501897057,0.39219576120376587,0.14334416488806406,inf,0.0,inf,0.7224185919596089,0.3841269910335541,0.1329886966281467,inf,0.0,inf
44,0.6977696241345257,0.3948412835597992,0.1384134246243371,inf,0.0,inf,0.7172122817486525,0.3931216895580292,0.14976827833387588,inf,0.0,inf
45,0.700512873267548,0.39232805371284485,0.14752594894833035,inf,0.0,inf,0.7202144684890907,0.3708994686603546,0.2077955510881212,inf,0.0,inf
46,0.6982154875217627,0.38432538509368896,0.14839922653304205,inf,0.0,inf,0.7195422451529238,0.3888888955116272,0.1573150740729438,inf,0.0,inf
47,0.6976463454982473,0.39252644777297974,0.1712270203563902,inf,0.0,inf,0.7183086182094283,0.3777777850627899,0.2222545517815484,inf,0.0,inf
48,0.6968082653306839,0.38842591643333435,0.16143859095043606,inf,0.0,inf,0.7189649446556966,0.35767194628715515,0.2526915868123372,inf,0.0,inf
49,0.6966902409990628,0.39054232835769653,0.17756364941596986,inf,0.0,inf,0.7134795655806859,0.40052908658981323,0.1807488653394911,inf,0.0,inf
50,0.6976435702242371,0.3940476179122925,0.15981442133585613,inf,0.0,inf,0.7152414513958825,0.3730158805847168,0.22900354597303602,inf,0.0,inf
51,0.6919378287624568,0.392724871635437,0.16071352197064293,inf,0.0,inf,0.7150086382610931,0.3947089910507202,0.2333443111843533,inf,0.0,inf
52,0.6974508959437824,0.3939153552055359,0.1700658533308241,inf,0.0,inf,0.7147032693856292,0.37566137313842773,0.1590738296508789,inf,0.0,inf
53,0.6966650634486642,0.3898148238658905,0.1704683267407947,inf,0.0,inf,0.7127084862440825,0.3936507999897003,0.18464810053507488,inf,0.0,inf
54,0.6946030697630098,0.3857804238796234,0.19237268169720967,inf,0.0,inf,0.7156413333697451,0.3841269910335541,0.22744625409444172,inf,0.0,inf
55,0.6944488547431926,0.39351850748062134,0.1615849773089091,inf,0.0,inf,0.7163844852397839,0.380952388048172,0.15732907189263237,inf,0.0,inf
56,0.6902159271089153,0.39814814925193787,0.17544585466384888,inf,0.0,inf,0.7143593696256478,0.4037036895751953,0.1899283832973904,inf,0.0,inf
57,0.6974827778680871,0.39252644777297974,0.18171283271577623,inf,0.0,inf,0.7160091866635614,0.37566137313842773,0.27073196834988067,inf,0.0,inf
58,0.6914226273592148,0.39021164178848267,0.16569403409957886,inf,0.0,inf,0.7161860074847937,0.3888888955116272,0.16211129824320475,inf,0.0,inf
59,0.6933444316188494,0.3917328119277954,0.1898857487572564,inf,0.0,inf,0.7125165846198798,0.41428571939468384,0.19988026089138455,inf,0.0,inf
60,0.6959106853800929,0.39451056718826294,0.18561908337805005,inf,0.0,inf,0.7125049239645401,0.3772486746311188,0.24481563568115233,inf,0.0,inf
61,0.6893112936884993,0.39239418506622314,0.17878814074728225,inf,0.0,inf,0.7145077875504892,0.38624337315559387,0.24534576733907063,inf,0.0,inf
62,0.6960125338803563,0.3849867582321167,0.1890109161535899,inf,0.0,inf,0.7160314333521658,0.4037036895751953,0.16890421973334419,inf,0.0,inf
63,0.6890676267341607,0.39517197012901306,0.18405701849195694,inf,0.0,inf,0.7111307277861568,0.3857142925262451,0.19520590040418836,inf,0.0,inf
64,0.6913535899275707,0.39060845971107483,0.202568789323171,inf,0.0,inf,0.708430947487553,0.3947089910507202,0.23312599394056532,inf,0.0,inf
65,0.6915852025306474,0.3929894268512726,0.19150937994321188,inf,0.0,inf,0.7089347303327587,0.3899470865726471,0.22302330334981282,inf,0.0,inf
66,0.6949614915556999,0.3959656059741974,0.1904258542590671,inf,0.0,inf,0.7156663692452842,0.37460318207740784,0.2944343778822157,inf,0.0,inf
67,0.6886751818548267,0.39126983284950256,0.18563059899542067,inf,0.0,inf,0.7102419790087475,0.385185182094574,0.23146071434020996,inf,0.0,inf
68,0.6896225609764871,0.39623016119003296,0.18587858941819932,inf,0.0,inf,0.7139719610826837,0.39841270446777344,0.1883818202548557,inf,0.0,inf
69,0.6889706019519104,0.3907407522201538,0.20041110912958782,inf,0.0,inf,0.7082666522512834,0.3989417850971222,0.27423408296373153,inf,0.0,inf
70,0.6928582057486184,0.3931216895580292,0.20250234140290155,inf,0.0,inf,0.7080773967628677,0.3957671821117401,0.22916482819451225,inf,0.0,inf
71,0.6887399081865119,0.3978835940361023,0.20431276824739245,inf,0.0,inf,0.7131477445984881,0.37354496121406555,0.3125290870666504,inf,0.0,inf
72,0.689140702623667,0.392724871635437,0.20830714503924053,inf,0.0,inf,0.7097357450467017,0.40423280000686646,0.22330336570739745,inf,0.0,inf
73,0.6907787709548655,0.3986110985279083,0.20506571928660075,inf,0.0,inf,0.7097817971681555,0.391005277633667,0.3024756113688151,inf,0.0,inf
74,0.6885128330180629,0.3968254029750824,0.20194422470198736,inf,0.0,inf,0.708444008603692,0.40634921193122864,0.19690899319118924,inf,0.0,inf
75,0.6896385115778281,0.3908730149269104,0.2078346437878079,inf,0.0,inf,0.7072599735110998,0.39735448360443115,0.2374203364054362,inf,0.0,inf
76,0.6891083812599794,0.39232805371284485,0.20975299742486742,inf,0.0,inf,0.7058317206386063,0.4037036895751953,0.24034036530388725,inf,0.0,inf
77,0.6878292300971225,0.39735448360443115,0.21272280017534892,inf,0.0,inf,0.707830717600882,0.3841269910335541,0.21307637956407335,inf,0.0,inf
78,0.685539535083808,0.3948412835597992,0.2108874546156989,inf,0.0,inf,0.7061775041951074,0.4105820059776306,0.21984339820014107,inf,0.0,inf
79,0.6895751534676593,0.39728835225105286,0.21784398357073467,inf,0.0,inf,0.7066717661710249,0.38730159401893616,0.25253505176968044,inf,0.0,inf
80,0.6907974139942478,0.3937830626964569,0.20820536216100058,inf,0.0,inf,0.711097151434256,0.3941798806190491,0.20626388655768502,inf,0.0,inf
81,0.6871424101396567,0.39616402983665466,0.22062622904777526,inf,0.0,inf,0.7052270496884981,0.3957671821117401,0.30115623474121095,inf,0.0,inf
82,0.6833266625879333,0.39841270446777344,0.2227918333477444,inf,0.0,inf,0.7124960323174795,0.3989417850971222,0.18949334356519912,inf,0.0,inf
