epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))"
1,1.023755070898268,0.32784390449523926,0.0005595988697475857,0.0007928305202060276,0.000546680556403266,0.9164073851373461,0.3560846447944641,4.687839084201389e-05,8.900960286458334e-06,2.9118855794270835e-05
2,0.8661685817771487,0.32982805371284485,2.3639202117919923e-05,3.9679474300808377e-05,0.00019346608055962456,0.8883427368270026,0.3539682626724243,2.5007459852430556e-06,0.0,0.0
3,0.8458831095033221,0.33789682388305664,5.8668189578586155e-05,0.0001159826914469401,0.00015834040111965602,0.8715318904982673,0.34867724776268005,0.0,0.0,0.0
4,0.8322136625647545,0.3373677134513855,2.353986104329427e-05,5.285474989149306e-05,7.693237728542752e-05,0.8579423507054647,0.3460317552089691,0.0,0.0,0.0010212156507703994
5,0.8184789452287886,0.3340608477592468,0.0013550771607293024,8.083714379204644e-05,0.00015779998567369249,0.8439830051528083,0.345502644777298,0.0004962921142578125,0.0,0.0
6,0.8042165281044112,0.34265872836112976,0.0004911886321173774,1.2270609537760417e-05,5.755424499511719e-05,0.8252484003702799,0.3433862328529358,2.1044413248697916e-05,4.810757107204861e-06,5.098978678385417e-05
7,0.7865732901626163,0.3469576835632324,3.877215915256077e-05,0.00022956000434027778,0.00023996829986572266,0.803908375898997,0.3682539761066437,0.008487213982476129,0.0,0.0
8,0.7716840719183286,0.35277777910232544,0.0003272798326280382,0.00015770329369439018,0.00016225179036458333,0.7916497998767429,0.36772486567497253,0.0,0.0004189173380533854,0.0026248508029513887
9,0.7631277811196115,0.3648809492588043,0.0005934728516472711,0.0006938232315911187,0.0004419922828674316,0.7837875286738077,0.3693121671676636,0.0,0.0,0.0012575997246636285
10,0.7567208022707038,0.36944442987442017,0.0007718470361497668,0.0003267049789428711,0.0015355918142530654,0.7780120836363899,0.3708994686603546,0.0,0.0003547880384657118,0.0
