epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))"
1,1.0925836061437926,0.30919313430786133,0.002000117301940918,inf,0.0,inf,0.9814953406651815,0.3095238208770752,0.0006500032212999132,inf,0.0,inf
2,0.9130884579486317,0.3243386149406433,0.00021409193674723308,inf,0.0,inf,0.9270515826013354,0.33280423283576965,0.0001270294189453125,inf,0.0,inf
3,0.882137247423331,0.32903438806533813,8.764002058241103e-05,inf,0.0,inf,0.9054158276981777,0.33174604177474976,5.3829616970486115e-06,inf,0.0,inf
4,0.8648013351692094,0.32797619700431824,7.119178771972657e-05,inf,0.0,inf,0.8889837847815619,0.3312169313430786,3.178914388020833e-07,inf,0.0,inf
5,0.8492023332251443,0.32281747460365295,1.7494625515407987e-05,inf,0.0,inf,0.8713117758433024,0.32486772537231445,0.0,inf,0.0,inf
6,0.8336908343765471,0.3272486627101898,6.946325302124024e-05,inf,0.0,inf,0.8548470815022786,0.32592591643333435,0.0,inf,0.0,inf
7,0.8191304976741473,0.3321428596973419,6.0139762030707464e-05,inf,0.0,inf,0.8371985912322998,0.3391534388065338,4.238552517361111e-07,inf,0.0,inf
8,0.8057387115226852,0.33895501494407654,4.7471788194444445e-06,inf,0.0,inf,0.8247998913129171,0.34973543882369995,3.3060709635416668e-06,inf,0.0,inf
9,0.7944431397649977,0.35952380299568176,2.019140455457899e-05,inf,0.0,inf,0.8168434368239509,0.3682539761066437,0.0,inf,0.0,inf
10,0.7859543722536829,0.3631613850593567,3.2055377960205075e-05,inf,0.0,inf,0.8070004396968418,0.38359788060188293,0.0,inf,0.0,inf
11,0.7788218908839756,0.3682539761066437,7.94317987230089e-05,inf,0.0,inf,0.8009216586748759,0.37936508655548096,0.0,inf,0.0,inf
12,0.7728721565670438,0.37559524178504944,7.366339365641275e-05,inf,0.0,inf,0.7942897829744551,0.3693121671676636,0.0,inf,0.0,inf
13,0.7680059425532818,0.3740079402923584,7.50316513909234e-05,inf,0.0,inf,0.7901248964998457,0.39629629254341125,0.0,inf,0.0,inf
14,0.7635799657967356,0.3712962865829468,0.00012251403596666124,inf,0.0,inf,0.7846070031325022,0.38624337315559387,0.0,inf,0.0,inf
15,0.7576439502338569,0.379232794046402,8.105039596557617e-05,inf,0.0,inf,0.7803613020314111,0.37671956419944763,0.0,inf,0.0,inf
16,0.7546282017396556,0.3727513253688812,0.00010796785354614258,inf,0.0,inf,0.7768407967355516,0.3920634984970093,0.0,inf,0.0,inf
17,0.7511419819460975,0.37943121790885925,4.021326700846354e-06,inf,0.0,inf,0.7730037444167667,0.38465607166290283,0.0,inf,0.0,inf
18,0.7475540528694788,0.3819444477558136,0.00012069940567016602,inf,0.0,inf,0.769913399219513,0.39047619700431824,6.251864963107639e-06,inf,0.0,inf
19,0.7463098925848802,0.3787037134170532,0.00015756156709459092,inf,0.0,inf,0.7670143028100331,0.3899470865726471,0.0,inf,0.0,inf
20,0.7424323829925723,0.3840608596801758,0.00012386904822455513,inf,0.0,inf,0.7643538832664489,0.3878306746482849,0.0,inf,0.0,inf
21,0.7393407916029294,0.38048940896987915,0.0008706715371873644,inf,0.0,inf,0.7611190100510915,0.38359788060188293,0.0,inf,0.0,inf
22,0.7427076376974583,0.37367725372314453,0.00024764670266045464,inf,0.0,inf,0.7598384300867717,0.3899470865726471,3.248850504557292e-05,inf,0.0,inf
23,0.7364420250058175,0.38551586866378784,0.00025642448001437715,inf,0.0,inf,0.7582588069968753,0.38624337315559387,0.0,inf,0.0,inf
24,0.7378912325948477,0.37671956419944763,9.342034657796224e-05,inf,0.0,inf,0.7595512714650896,0.3936507999897003,0.0,inf,0.0,inf
25,0.7334738272345729,0.3817460238933563,0.0037906606992085773,inf,0.0,inf,0.7539693862199783,0.386772483587265,0.0,inf,0.0,inf
26,0.7360679905861616,0.38042327761650085,0.0005280050966474745,inf,0.0,inf,0.753469893667433,0.3772486746311188,4.090203179253472e-06,inf,0.0,inf
27,0.7323940489441156,0.38220900297164917,0.0005571438206566705,inf,0.0,inf,0.7526244693332248,0.3841269910335541,0.0003533893161349826,inf,0.0,inf
28,0.7296888448711899,0.38227513432502747,0.000550781355963813,inf,0.0,inf,0.7510926879114574,0.39523810148239136,0.0,inf,0.0,inf
29,0.7316793111463388,0.3830026388168335,0.00017135143280029298,inf,0.0,inf,0.7509715464380052,0.3957671821117401,0.0,inf,0.0,inf
30,0.7285935725602839,0.38346561789512634,0.0052789681487613255,inf,0.0,inf,0.7503756026426951,0.39629629254341125,0.0,inf,0.0,inf
31,0.7242574286129739,0.3907407522201538,0.0010269383589426677,inf,0.0,inf,0.7473735676871406,0.37566137313842773,0.018054146236843534,inf,0.0,inf
32,0.7266917753964662,0.3878306746482849,0.0006104403071933323,inf,0.0,inf,0.7483657870027755,0.3978835940361023,0.0,inf,0.0,inf
33,0.7257183421403169,0.3828703761100769,0.0027871542506747774,inf,0.0,inf,0.7458466870917214,0.39841270446777344,0.0,inf,0.0,inf
34,0.7252228929557734,0.38736772537231445,0.009128383795420329,inf,0.0,inf,0.7437652693854437,0.3899470865726471,0.0003994941711425781,inf,0.0,inf
35,0.7235198759784301,0.3898148238658905,0.003464047114054362,inf,0.0,inf,0.7435672505034341,0.39947089552879333,4.76837158203125e-07,inf,0.0,inf
36,0.722667295506431,0.3939153552055359,0.003930314381917318,inf,0.0,inf,0.742073960436715,0.39735448360443115,0.0004736476474338108,inf,0.0,inf
37,0.7199053963853254,0.39054232835769653,0.0008659932348463271,inf,0.0,inf,0.7404845605293909,0.3788359761238098,0.002550294664171007,inf,0.0,inf
38,0.7255695994943381,0.38855820894241333,0.0025813725259568954,inf,0.0,inf,0.7442672024170558,0.38835978507995605,0.0,inf,0.0,inf
39,0.7206069069397119,0.385185182094574,0.009794193506240844,inf,0.0,inf,0.7402469055520163,0.39259257912635803,3.6875406901041667e-06,inf,0.0,inf
40,0.7206235773447487,0.391005277633667,0.011634258429209392,inf,0.0,inf,0.7399331675635443,0.3968254029750824,0.007056427001953125,inf,0.0,inf
41,0.7175576703002056,0.3936507999897003,0.010476426283518473,inf,0.0,inf,0.7417342113123999,0.38253968954086304,0.017605998780992296,inf,0.0,inf
42,0.7184853014639683,0.3906745910644531,0.0064718590842352975,inf,0.0,inf,0.742376944091585,0.3941798806190491,0.03257910410563151,inf,0.0,inf
43,0.7207009198351039,0.3880952298641205,0.007389094432195028,inf,0.0,inf,0.7404890490902795,0.39735448360443115,0.00509955088297526,inf,0.0,inf
44,0.7163679219368432,0.39808201789855957,0.00962334821621577,inf,0.0,inf,0.7366538483235571,0.3820105791091919,0.024159118864271377,inf,0.0,inf
45,0.7161038016900421,0.39649471640586853,0.008561978737513224,inf,0.0,inf,0.7352419803539912,0.38465607166290283,0.0007822460598415798,inf,0.0,inf
46,0.7177760887270173,0.39451056718826294,0.00870737698343065,inf,0.0,inf,0.7364179621140162,0.40740740299224854,0.000506644778781467,inf,0.0,inf
47,0.7110706498846412,0.39226189255714417,0.013012190659840902,inf,0.0,inf,0.7336801459391912,0.38835978507995605,0.009931765662299263,inf,0.0,inf
48,0.7155381689469019,0.39140212535858154,0.010312645965152316,inf,0.0,inf,0.7347504155503379,0.39735448360443115,0.05817590289645725,inf,0.0,inf
49,0.7160013777410819,0.3900132179260254,0.016185795929696826,inf,0.0,inf,0.7328281569812033,0.40317460894584656,0.006645245022243924,inf,0.0,inf
50,0.7117894294257793,0.3928571343421936,0.019143426418304445,inf,0.0,inf,0.7327194950646825,0.39259257912635803,0.039536892043219675,inf,0.0,inf
51,0.7141980860485799,0.3929232656955719,0.015080429116884867,inf,0.0,inf,0.7348860356542799,0.4015873074531555,0.0014669206407335069,inf,0.0,inf
52,0.713660969864577,0.3938491940498352,0.012746260563532511,inf,0.0,inf,0.732016555302673,0.38624337315559387,0.001965024736192491,inf,0.0,inf
53,0.7107583803124726,0.39351850748062134,0.023808375663227504,inf,0.0,inf,0.7356300522883733,0.38941797614097595,2.4912092420789932e-05,inf,0.0,inf
54,0.7120249417817427,0.39246031641960144,0.028169331616825527,inf,0.0,inf,0.7327313267522388,0.3936507999897003,0.0004893196953667534,inf,0.0,inf
55,0.7089363399065203,0.3988756537437439,0.01919495893849267,inf,0.0,inf,0.7308464704288377,0.40529099106788635,0.04602594905429416,inf,0.0,inf
56,0.7121639942439894,0.39537036418914795,0.03319293508927027,inf,0.0,inf,0.7334608757661448,0.3968254029750824,0.0666345304912991,inf,0.0,inf
57,0.7110901887114677,0.39708995819091797,0.019041104945871565,inf,0.0,inf,0.7288477268483904,0.39523810148239136,0.029497496287027993,inf,0.0,inf
58,0.7081109756396876,0.39517197012901306,0.022896633545557658,inf,0.0,inf,0.7310194907089075,0.38730159401893616,0.08791740470462375,inf,0.0,inf
59,0.7095901335382627,0.3957671821117401,0.028492211633258397,inf,0.0,inf,0.7283728044894007,0.3761904835700989,0.05906602276696099,inf,0.0,inf
60,0.7108795112723277,0.391997367143631,0.02805425590938992,inf,0.0,inf,0.7303968591822518,0.4026454985141754,0.0,inf,0.0,inf
61,0.7086875148738424,0.39550265669822693,0.02109134064780341,inf,0.0,inf,0.7288267279664675,0.38148146867752075,0.028440162870619033,inf,0.0,inf
62,0.7091284630820155,0.3939153552055359,0.019193649457560646,inf,0.0,inf,0.7294480346971088,0.40634921193122864,0.003282409244113498,inf,0.0,inf
63,0.7069435337868829,0.39841270446777344,0.02215640081299676,inf,0.0,inf,0.727033845252461,0.3936507999897003,0.04520704746246338,inf,0.0,inf
64,0.706879912239189,0.396957665681839,0.029528830117649504,inf,0.0,inf,0.7261559873819351,0.4010581970214844,0.0635176420211792,inf,0.0,inf
65,0.7095789963793423,0.3955687880516052,0.03818792800108592,inf,0.0,inf,0.7268680752151542,0.39629629254341125,0.05874182648128933,inf,0.0,inf
66,0.7059034116773142,0.40019840002059937,0.028507516119215225,inf,0.0,inf,0.7287229029668703,0.4000000059604645,0.021237717734442815,inf,0.0,inf
67,0.7049141672232913,0.39834657311439514,0.02853131592273712,inf,0.0,inf,0.7248370461993747,0.386772483587265,0.04231986469692654,inf,0.0,inf
68,0.7059057741477671,0.39828041195869446,0.02863472435209486,inf,0.0,inf,0.7253399334020085,0.3968254029750824,0.03241460058424208,inf,0.0,inf
69,0.7069570049229595,0.403769850730896,0.042331922385427684,inf,0.0,inf,0.725752631906006,0.3978835940361023,0.06386747625139025,inf,0.0,inf
70,0.7052369521982554,0.39616402983665466,0.03589303510056602,inf,0.0,inf,0.7251854005787107,0.40529099106788635,0.02922894689771864,inf,0.0,inf
71,0.705627640015963,0.3986110985279083,0.041570378012127346,inf,0.0,inf,0.7263921463655101,0.3777777850627899,0.09960288206736247,inf,0.0,inf
72,0.7018382841617696,0.402050256729126,0.0414720098177592,inf,0.0,inf,0.723201949811644,0.3931216895580292,0.07660372257232666,inf,0.0,inf
73,0.7067902898571143,0.3956349194049835,0.03540723903311623,inf,0.0,inf,0.7260942601495319,0.3947089910507202,0.013744921154446072,inf,0.0,inf
74,0.7030188468233165,0.3976190388202667,0.04072366058826447,inf,0.0,inf,0.7244775961670611,0.3899470865726471,0.08890416357252333,inf,0.0,inf
75,0.7023388185434871,0.3988095223903656,0.03736140330632528,inf,0.0,inf,0.7243379685613844,0.4047619104385376,0.04839668273925781,inf,0.0,inf
76,0.7035779079163654,0.39834657311439514,0.04046052164501614,inf,0.0,inf,0.7232379423247444,0.3888888955116272,0.03334419197506375,inf,0.0,inf
77,0.7019175843749609,0.4005952477455139,0.03963051504558987,inf,0.0,inf,0.7248883460130956,0.3772486746311188,0.11008967558542887,inf,0.0,inf
78,0.7051447665318846,0.3968254029750824,0.03967079222202301,inf,0.0,inf,0.7233879945344395,0.41640210151672363,0.020634007453918458,inf,0.0,inf
79,0.7002799051762041,0.4000000059604645,0.0448549199435446,inf,0.0,inf,0.7214456585546335,0.39259257912635803,0.07169428136613634,inf,0.0,inf
80,0.7017229196770738,0.4006613790988922,0.047766469915707904,inf,0.0,inf,0.7215687111020088,0.4026454985141754,0.04873119725121392,inf,0.0,inf
81,0.7037222352603243,0.40317460894584656,0.04623974710702896,inf,0.0,inf,0.723862188971705,0.391005277633667,0.11506645944383409,inf,0.0,inf
82,0.699842518252424,0.4005952477455139,0.0439034899075826,inf,0.0,inf,0.7272723068793615,0.39841270446777344,0.003209273020426432,inf,0.0,inf
83,0.701929263998237,0.40529099106788635,0.046236962742275664,inf,0.0,inf,0.7212099613414871,0.3931216895580292,0.0994205633799235,inf,0.0,inf
84,0.702644980005506,0.4047619104385376,0.05776430235968696,inf,0.0,inf,0.7241407516929839,0.38941797614097595,0.01972725126478407,inf,0.0,inf
85,0.6979258284697102,0.4066798985004425,0.04597586227787866,inf,0.0,inf,0.7203359125388993,0.39259257912635803,0.12051067352294922,inf,0.0,inf
86,0.6998872331809253,0.4030423164367676,0.05010148419274224,inf,0.0,inf,0.7197242713636822,0.37830686569213867,0.05459260410732693,inf,0.0,inf
87,0.6999813333774606,0.4009920656681061,0.048733220497767134,inf,0.0,inf,0.7214153377960125,0.37936508655548096,0.12218132019042968,inf,0.0,inf
88,0.700175793769045,0.40337300300598145,0.0456131786108017,inf,0.0,inf,0.7210143991642528,0.4068782925605774,0.0596659607357449,inf,0.0,inf
89,0.7002573263676216,0.40145501494407654,0.05441309875912136,inf,0.0,inf,0.7229496662815412,0.39629629254341125,0.04929000271691216,inf,0.0,inf
90,0.6967362980047862,0.402050256729126,0.06015058176385032,inf,0.0,inf,0.7252019808110264,0.3936507999897003,0.1370039145151774,inf,0.0,inf
91,0.7036935164334459,0.39847883582115173,0.06059021651744843,inf,0.0,inf,0.7191023314164744,0.40317460894584656,0.08626963297526041,inf,0.0,inf
92,0.6975970110881866,0.40436509251594543,0.04361589683426751,inf,0.0,inf,0.7190825839837393,0.4010581970214844,0.0815961758295695,inf,0.0,inf
93,0.6972495559525366,0.40634921193122864,0.053694530493683286,inf,0.0,inf,0.7209094175034099,0.4021163880825043,0.07536197768317329,inf,0.0,inf
94,0.694265390596249,0.403769850730896,0.04653008629878362,inf,0.0,inf,0.7189633749425411,0.39259257912635803,0.066622879770067,inf,0.0,inf
95,0.6981643397749091,0.40112432837486267,0.05768391953574287,inf,0.0,inf,0.7216146682699521,0.4079365134239197,0.06550398932562934,inf,0.0,inf
96,0.7018467741501,0.39920634031295776,0.06309048765235477,inf,0.0,inf,0.7252160431610213,0.3777777850627899,0.1454620149400499,inf,0.0,inf
97,0.7003727206960321,0.4000661373138428,0.05963524480660756,inf,0.0,inf,0.7192741191221608,0.4021163880825043,0.07933718893263075,inf,0.0,inf
98,0.6947568656773203,0.3999338746070862,0.04965143733554416,inf,0.0,inf,0.7182181735419565,0.3931216895580292,0.11030841138627794,inf,0.0,inf
99,0.6965511313898282,0.4025132358074188,0.053161586158805424,inf,0.0,inf,0.7174341374801265,0.41111111640930176,0.10196722878350152,inf,0.0,inf
100,0.6969124456013863,0.40707671642303467,0.05567693014939626,inf,0.0,inf,0.718808873080545,0.3931216895580292,0.05691781176461114,inf,0.0,inf
