epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))"
1,1.2536908732520209,0.30522486567497253,0.017094980345831977,0.344391303592258,0.01953846083747016,inf,1.276736515098148,0.3322751224040985,0.010221481323242188,0.22344525655110678,0.026220533582899306,inf
2,1.2115214427312215,0.3136904835700989,0.0036034981409708657,0.14938637415568035,0.024088083373175726,inf,1.2526449190245734,0.2936508059501648,0.0014419979519314236,0.11604160732693142,0.022615136040581598,inf
3,1.1910554809702767,0.3137566149234772,0.0017333613501654731,0.10378585126664903,0.027015572124057346,inf,1.2366165664460924,0.2957671880722046,0.0005982716878255209,0.09990064832899305,0.029799440171983507,inf
4,1.1831716910004615,0.3087962865829468,0.0013091670142279732,0.1093383338716295,0.02393724653455946,inf,1.231309089395735,0.2947089970111847,0.0013504452175564236,0.09911829630533854,0.015526029798719618,inf
5,1.1831442480285963,0.3164682686328888,0.0014821529388427735,0.11172764301300049,0.020487750901116264,inf,1.2345114522510106,0.2978835999965668,0.0008194817437065972,0.10505591498480903,0.036563067966037324,inf
6,1.179754708872901,0.31587302684783936,0.0012495597203572592,0.10204844739702013,0.031489695443047416,inf,1.2291390630933974,0.3301587402820587,0.0007486131456163194,0.131304931640625,0.019610850016276042,inf
7,1.1749069632755385,0.31514549255371094,0.001154290305243598,0.10366137557559543,0.020378213458591036,inf,1.225199286142985,0.28941798210144043,0.0005221896701388889,0.09178119235568577,0.01707212660047743,1.9246516757541232
8,1.1795520941416422,0.3162037134170532,0.0008231427934434678,0.109616133901808,0.02579806645711263,inf,1.2327453864945306,0.2899470925331116,0.00034196641710069445,0.0872701432969835,0.024443732367621526,inf
9,1.176428996026516,0.31798940896987915,0.0007557789484659831,0.10318438741895887,0.02164827717675103,inf,1.2268070366647508,0.3095238208770752,0.0003855811225043403,0.1097334967719184,0.03152957492404514,inf
10,1.1755527852310075,0.3153439164161682,0.0008524788750542535,0.10510891013675266,0.022757124900817872,inf,1.2249967760509914,0.31481480598449707,0.00045606825086805556,0.10335515340169271,0.023796632554796006,inf
11,1.1706314442886248,0.31210318207740784,0.0004898998472425672,0.09402784241570367,0.021028214030795626,inf,1.2195361336072286,0.30211639404296875,9.324815538194444e-05,0.08084754943847657,0.02286482916937934,inf
12,1.1716459413369498,0.31018519401550293,0.0006532245212131076,0.10219590663909912,0.025888035032484265,inf,1.2235065340995788,0.29312169551849365,0.00019103156195746527,0.11927460564507378,0.021395831637912328,inf
13,1.1726925800244012,0.31316137313842773,0.0008994844224717882,0.09676966932084825,0.02737939622667101,inf,1.2241921570565966,0.2968254089355469,0.00027563307020399307,0.07827695210774739,0.02122107611762153,inf
14,1.1786401574810346,0.3123015761375427,0.0009434885448879666,0.1047211938434177,0.02069498962826199,inf,1.230676519870758,0.29312169551849365,0.000536134507921007,0.0939449734157986,0.02372415330674913,inf
