epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))"
1,0.8661070366545512,0.48116493225097656,0.42868193877096666,0.6613148964941502,0.46195653080940247,0.34315360337495804
2,0.615409912073668,0.5517568588256836,0.3796079690668401,0.5603958286345005,0.6630434989929199,0.3450174450874329
3,0.5652301722495306,0.6603355407714844,0.41689717713830626,0.48814535737037656,0.6630434989929199,0.3169788599014282
4,0.5002361227309277,0.6635010838508606,0.3877737994499028,0.42843176908791064,0.6630434989929199,0.3520237684249878
5,0.48247339484658147,0.664767324924469,0.514868188759838,0.39478710703551767,0.66576087474823,0.44816717505455017
6,0.4306576784334019,0.6685659885406494,0.5419095317584676,0.37471250668168066,0.66576087474823,0.4565386176109314
7,0.4419424685761449,0.6733143329620361,0.59862720203846,0.3577246103435755,0.66576087474823,0.4885194420814514
8,0.39841262612625516,0.6748971343040466,inf,0.3451918937265873,0.66576087474823,0.43795302510261536
9,0.40688438073102845,0.6723646521568298,inf,0.3384841404855251,0.66576087474823,0.476180899143219
10,0.39027372815075234,0.6745805740356445,inf,0.3297305667772889,0.66847825050354,0.43235719203948975
11,0.3544721033499691,0.6714150309562683,0.5301644322280765,0.32441375534981487,0.6711956262588501,0.47198125123977663
12,0.3737317211635399,0.6802785396575928,inf,0.31922076027840374,0.66847825050354,0.5124205887317658
13,0.37966070082416403,0.6818613409996033,0.6841094824899563,0.3173153955489397,0.66576087474823,0.5795316696166992
14,0.36499906786936864,0.672997772693634,inf,0.3123635118827224,0.66847825050354,0.5787155151367187
15,0.38452654309838125,0.6856600046157837,0.7941431061897932,0.31134974081069233,0.66847825050354,0.6010429382324218
16,0.3690958357243196,0.678379237651825,inf,0.30760322269052265,0.6847826242446899,0.5249782741069794
17,0.3509079553709945,0.6818613409996033,inf,0.30558240758255123,0.6820651888847351,inf
18,0.3522039632227231,0.6847103238105774,inf,0.30409834198653696,0.6902173757553101,0.5705587327480316
19,0.35435773732137754,0.6824944615364075,inf,0.3034720020368695,0.6820651888847351,0.5411182582378388
20,0.3481227888634164,0.7046533823013306,inf,0.3035055576823652,0.66576087474823,inf
21,0.34930089926245433,0.680911660194397,inf,0.3029070588760078,0.66576087474823,0.6153765439987182
22,0.33218577664560534,0.6850268840789795,inf,0.30291832638904453,0.6711956262588501,0.5863387942314148
23,0.3240693209463274,0.6970560550689697,inf,0.30344481077045204,0.741847813129425,inf
24,0.33009706513139647,0.6875593662261963,inf,0.3010526941157877,0.6820651888847351,0.6610469341278076
25,0.35231745847487783,0.6951566934585571,inf,0.3022410335019231,0.6603260636329651,inf
26,0.334051997922419,0.6831275820732117,inf,0.3005698005668819,0.6847826242446899,0.6420998096466064
27,0.32814218352625785,0.6992719173431396,inf,0.30165485572069883,0.6847826242446899,0.6646307826042175
28,0.3347517963551136,0.7011712789535522,inf,0.301417364180088,0.6603260636329651,0.7316960453987121
29,0.33534473401614917,0.7021209001541138,inf,0.30119659369811413,0.7255434989929199,inf
30,0.32768180187611423,0.6964229345321655,inf,0.30269543346948924,0.6847826242446899,inf
31,0.33247138855051883,0.6875593662261963,inf,0.30346388635225596,0.73097825050354,0.6257763862609863
32,0.3281277811936395,0.7071858048439026,inf,0.30356806772761047,0.6902173757553101,inf
33,0.3206608879108232,0.6881924867630005,inf,0.3019382377620786,0.6820651888847351,0.6905289053916931
34,0.3141242087050087,0.6983222365379333,inf,0.30654156357049944,0.6875,inf
35,0.3114654580988397,0.6945235729217529,inf,0.30637529529631136,0.7336956262588501,0.6582804799079895
36,0.3347222306554942,0.6957898139953613,inf,0.3039797729812562,0.7228260636329651,inf
37,0.32540946083024214,0.6938904523849487,inf,0.30527491639368237,0.7336956262588501,inf
38,0.3330245403726927,0.6935738921165466,inf,0.3052939492743462,0.720108687877655,inf
39,0.32897378080604417,0.6961063742637634,inf,0.30508563481271267,0.7228260636329651,inf
40,0.31400871930960655,0.6986387968063354,inf,0.30604383861646056,0.7255434989929199,0.6660462141036987
41,0.30980770939644336,0.6964229345321655,inf,0.3042219774797559,0.720108687877655,0.8128145337104797
42,0.33543220656384914,0.7068692445755005,inf,0.3056407594587654,0.7228260636329651,inf
43,0.3122753437300461,0.7122507095336914,inf,0.30693902357015757,0.739130437374115,inf
44,0.3194854172606271,0.700221598148346,inf,0.3055874879937619,0.7336956262588501,inf
45,0.33137794283862326,0.7125672698020935,inf,0.30582715324126186,0.7228260636329651,inf
46,0.31812912904818696,0.6964229345321655,inf,0.3074530368903652,0.739130437374115,inf
47,0.3139642284494387,0.7049699425697327,inf,0.307141775242053,0.72826087474823,inf
48,0.3383259085092734,0.6935738921165466,inf,0.3072375202085823,0.717391312122345,inf
49,0.3103743149505205,0.7132003903388977,inf,0.3072593942284584,0.7255434989929199,inf
50,0.3143450097876852,0.7043368220329285,inf,0.3077202871441841,0.72826087474823,0.7237596869468689
51,0.3114127245776692,0.702754020690918,inf,0.30738590406253935,0.739130437374115,inf
52,0.3223492873690197,0.7078189253807068,inf,0.3072898233309388,0.720108687877655,inf
53,0.30178111730297436,0.7116175889968872,inf,0.3082666834350675,0.739130437374115,0.7681748151779175
54,0.31739736846161426,0.7094017267227173,inf,0.3089525426970795,0.72826087474823,inf
55,0.315754873422374,0.7100348472595215,inf,0.310280616953969,0.72826087474823,inf
56,0.3153291558672481,0.6989553570747375,inf,0.3072134822839871,0.73097825050354,inf
57,0.3239289061943659,0.7078189253807068,inf,0.3087650925619528,0.7228260636329651,inf
58,0.31565634810108567,0.7078189253807068,inf,0.3093636695761234,0.720108687877655,inf
59,0.30481439419730033,0.7068692445755005,inf,0.3096550584305078,0.7228260636329651,inf
60,0.3373650276042556,0.7068692445755005,inf,0.31115199318155645,0.7228260636329651,inf
61,0.29312782353385936,0.7119341492652893,inf,0.3095096545293927,0.7228260636329651,inf
62,0.3250680206817184,0.7043368220329285,inf,0.30894899044651536,0.72826087474823,inf
63,0.3171615460190149,0.7087686061859131,inf,0.3092886436730623,0.7364130616188049,inf
64,0.30018629101155886,0.7097182869911194,inf,0.31114196351263673,0.72826087474823,inf
65,0.26555299734792637,0.7037037014961243,inf,0.3089723851997405,0.7364130616188049,0.7471496343612671
66,0.31996052301606503,0.7062361240386963,inf,0.31029470306821166,0.73097825050354,inf
67,0.3060932732194476,0.7040202617645264,inf,0.30925109626259656,0.7336956262588501,0.7926826238632202
68,0.29288387359025514,0.7147831320762634,inf,0.31049967515282334,0.73097825050354,inf
69,0.31380898478860836,0.7065526843070984,inf,0.30920010232366624,0.7255434989929199,inf
70,0.3227741693621632,0.7100348472595215,inf,0.30888279180508105,0.73097825050354,inf
71,0.3254767114154169,0.705919623374939,inf,0.30710618153680114,0.7228260636329651,inf
72,0.30507165467869285,0.7144666314125061,inf,0.3054902355186641,0.741847813129425,0.8277557134628296
73,0.2975230536477382,0.7147831320762634,inf,0.30739420766476544,0.717391312122345,inf
74,0.31587480468597035,0.7150996923446655,inf,0.3085100958123803,0.73097825050354,inf
75,0.3092179295756562,0.7122507095336914,inf,0.30719654590357093,0.7336956262588501,inf
76,0.33268163069303897,0.7116175889968872,inf,0.30738179676700383,0.7364130616188049,inf
77,0.30230130673663663,0.7125672698020935,inf,0.30739878988824787,0.73097825050354,inf
78,0.30468747516666855,0.7122507095336914,inf,0.30737328303512185,0.717391312122345,inf
79,0.30997442522096375,0.7103513479232788,inf,0.30762601690366864,0.720108687877655,0.9060957908630372
80,0.2994781985164107,0.7037037014961243,inf,0.30646072592353446,0.7255434989929199,0.8861312508583069
81,0.3096838988067347,0.7100348472595215,inf,0.3092837535776198,0.720108687877655,inf
82,0.29413782918532255,0.7113010287284851,inf,0.30891487159533426,0.720108687877655,0.862147057056427
83,0.30868890983824054,0.7040202617645264,inf,0.31132191442884505,0.7228260636329651,inf
84,0.2981419568553032,0.702754020690918,inf,0.3093556999461725,0.720108687877655,inf
85,0.31400177638844096,0.7081354856491089,inf,0.30630245971260595,0.7336956262588501,0.8771211504936218
86,0.30707322136323184,0.7103513479232788,inf,0.30644673550268636,0.7228260636329651,inf
87,0.3089460895139602,0.7169990539550781,inf,0.3083626528037712,0.7228260636329651,inf
88,0.2893452093458492,0.7144666314125061,inf,0.3097263671341352,0.73097825050354,inf
89,0.30401869243746055,0.7185818552970886,inf,0.3067692638607696,0.7364130616188049,inf
90,0.30381213868975454,0.7106679081916809,inf,0.30609476508107036,0.72826087474823,inf
