epoch,train_loss,val_loss
1,0.011682642965012422,0.010349242631008644
2,0.010415053469937445,0.010213769614770279
3,0.010332357954196587,0.010228723586173273
4,0.010289676787276388,0.010346739796532568
5,0.010253010972242883,0.010248527756007361
6,0.010231542877161229,0.010235711456295636
7,0.010232692175046272,0.010272796989740762
8,0.010206121673596207,0.010162755946053596
9,0.01020390511569567,0.010345922777785009
10,0.010202075904863318,0.010232296816451936
11,0.01019437326060205,0.010184073093811741
12,0.010183259667805977,0.010215030077809117
13,0.010181658497980993,0.010283239908205058
14,0.010171875847931259,0.010301822062374308
15,0.01018134692665362,0.010301933123684348
16,0.010172391107436576,0.010223241875397393
17,0.010169743025915173,0.010137139237718765
18,0.010157348997272882,0.01021343821391005
19,0.010153333759867069,0.010194448790977709
20,0.010138159437976064,0.010222430561699417
21,0.010142988414484277,0.010219806538795673
22,0.010141305012449607,0.010152949896663486
23,0.010130849763045282,0.010176171162130581
24,0.010129853443782344,0.010315953056197027
25,0.010130443996835376,0.010183429108895057
26,0.010129963644129278,0.010192112586343033
27,0.010122005967717463,0.01023038087442304
28,0.010118003213519928,0.010157661838625421
29,0.010104513491020792,0.010274938003688387
30,0.010098135693545214,0.010256926986685124
31,0.010097995395156167,0.010317318404755192
32,0.010095092639848159,0.010209387536112507
33,0.010103717180646532,0.010235253304997862
34,0.010105503293137192,0.010206146897037902
35,0.010109221945226699,0.010251302280676196
36,0.010098086703910245,0.010144312516629372
37,0.010073576878890883,0.010140596050680694
38,0.010075650877541337,0.010161605877303408
39,0.010078371166476169,0.010271315901405308
40,0.010083054023721161,0.010129705232152715
41,0.010069832085454497,0.010155800082129273
42,0.010062310914180072,0.010182209951560545
43,0.010054709171261222,0.010124453694578412
44,0.010054579677723776,0.010178405418186912
45,0.010061177743761732,0.010204262916375412
46,0.010043587780591405,0.010258567609320939
47,0.0100529836109707,0.010168944060782559
48,0.010038709251716703,0.010169499565851316
49,0.010047855544585857,0.010061126170983356
50,0.010040568703527795,0.01018953902316808
51,0.010026345972727273,0.010233067117858066
52,0.010031951114689994,0.010178264167705432
53,0.010024309880842871,0.010123212290180933
54,0.010030088990063989,0.010182894354316881
55,0.010027346292376518,0.010217261377963898
56,0.010037175613689739,0.010162981702135573
57,0.010023009927785768,0.01015600478089782
58,0.010023801151140785,0.01016043694967126
59,0.0100090216250739,0.010276900024021257
60,0.010010502740076428,0.010202689976601892
61,0.010011898187950573,0.010147791870390775
62,0.009999317521258096,0.010165531694200963
63,0.01001006860046875,0.010183288534317974
64,0.009997490368582529,0.010215778477172508
65,0.00999669125351226,0.010489057476560797
66,0.01000305496206403,0.010201157913266506
67,0.009999298536121302,0.010199752802081161
68,0.009990317335562864,0.01009176703369346
69,0.009982099272080302,0.010182882994649943
70,0.009989455121600117,0.01018346404847132
71,0.009979380179561684,0.010191858715420297
72,0.0099832445616287,0.010258330077610555
73,0.009976994293893152,0.010284136649713147
74,0.009991323467630816,0.010199757014711675
75,0.009998536017209474,0.010188409645322593
76,0.009982925532580745,0.010325550853430676
77,0.009974178975514458,0.01018359689246271
78,0.009993377481706964,0.010174937622320204
79,0.009975502513533529,0.010163724052498277
80,0.009968782017850647,0.010216442798556841
81,0.009973037976242771,0.010127657959338994
82,0.009966551223204199,0.010277565473607942
83,0.009966363995023179,0.010186088403892039
84,0.009974166477171852,0.010162404474662696
85,0.009957695638039993,0.01024866968225661
86,0.009951637109027668,0.010222766824877067
87,0.009952687251939618,0.010157682788611103
88,0.009942141577394044,0.010135021253801954
89,0.009942480696688086,0.010337624694588883
90,0.00993735212191189,0.01013756530334254
91,0.009941052572043382,0.010143587571497335
92,0.00994637282373616,0.010116184411982516
93,0.00993159704069969,0.010175438988063825
94,0.009937227682418392,0.010211394755412304
95,0.00993213820468704,0.01017203010089959
96,0.009937523482421832,0.010172783549973172
97,0.009935401598020829,0.010269960355448325
98,0.009935636843248791,0.010235412673772518
99,0.009942904617402569,0.010208542889905468
100,0.009948222062214625,0.010298683780239534
