epoch,train_loss,val_loss
1,0.01850370120599761,0.01102087398064301
2,0.010684933513012376,0.010412486232704406
3,0.010377358791588732,0.010305295230413767
4,0.010267784210289623,0.010258054402317838
5,0.010211624230889635,0.010210516796631824
6,0.010162138139327996,0.010203391148608753
7,0.010141316296971471,0.010158810133826315
8,0.010117699203833482,0.010107958835473822
9,0.01009250643840546,0.010168458163969708
10,0.010084650508866685,0.010190526296223941
11,0.010076301164344721,0.010106727548428486
12,0.01005873709577376,0.010114635903253802
13,0.010047095592834494,0.010098276469947955
14,0.01003811899434449,0.010103559267643284
15,0.010031534514840276,0.010106206221146104
16,0.010025918844101997,0.010093719151549928
17,0.010019485871665039,0.010070011027077129
18,0.010010477577719152,0.010108787534863283
19,0.010002086720566863,0.010105343354053803
20,0.009995796800185428,0.010119575543365816
21,0.009996479118902765,0.010083005133283583
22,0.009987899530205917,0.010045750811227787
23,0.009978320386929685,0.01009055822144472
24,0.009972738535310766,0.010119494617772389
25,0.00996992140032457,0.010058217606645619
26,0.009962256872153111,0.010062056521457781
27,0.009954952913635554,0.0100947960631523
28,0.009960249332521726,0.01007241712889016
29,0.009949329566412429,0.010111088502608992
30,0.009940733712658559,0.010064762801077045
31,0.009940359498482374,0.010091439035495973
32,0.009933309380111626,0.010084961778552136
33,0.009930278856160905,0.01005481763123822
34,0.009926512234856253,0.010055972461387614
35,0.009920277449867253,0.010074331072115581
36,0.009912013965558396,0.010053286139556954
37,0.00990747335815369,0.010044215232150875
38,0.0099007962347731,0.010050514676495809
39,0.00989906374553997,0.010090395846860766
40,0.009898421237765175,0.010082638126715645
41,0.009896167663978073,0.010061120727253051
42,0.009887938165864231,0.010042938253083203
43,0.009879790290547086,0.010040495841530784
44,0.009883200139132468,0.01008666115178589
45,0.009877639389691958,0.010088746299611718
46,0.00986602465012653,0.010033346615782557
47,0.009867538599083034,0.010040623691246035
48,0.009856506698945666,0.010073321005368552
49,0.009857843679934721,0.010026095589049181
50,0.009851369841557099,0.010065703381217133
51,0.00984822708246504,0.010075032221198939
52,0.009848090914457562,0.01005046745177626
53,0.00984984579365076,0.0100578320170811
54,0.009837630127402814,0.010060738183835698
55,0.009836596083045874,0.010051170346614607
56,0.00982711027243489,0.01007581880792658
57,0.00982642842870001,0.010083327956736842
58,0.009815456124215785,0.010061928718004647
59,0.009822012734868973,0.0100528774625782
60,0.009811874377289257,0.01008352399153502
61,0.00980370128592459,0.01009387736704704
62,0.009801176375930993,0.01008522607330195
63,0.009806332918750995,0.01009064244065821
64,0.009793397797014276,0.010079141575579816
65,0.009788192128218012,0.01009623155692913
66,0.009786361888886057,0.010111357912859843
67,0.00977605487563734,0.01009576121818397
68,0.00977200715773635,0.01006479817005389
69,0.009768962530057032,0.010085857043520517
70,0.009766651972329812,0.010075353569305553
71,0.00975657312756978,0.010103539338779327
72,0.009752532406977259,0.010120213499941638
73,0.009745650484894727,0.0101004824961757
74,0.009743851609156572,0.010088597249327567
75,0.009739151333070574,0.010133746131971084
76,0.009730362158641287,0.010131907559722757
77,0.009724688777624444,0.01013057346645663
78,0.009723861397525511,0.010123770702476125
79,0.009712616582673484,0.010129467153914174
80,0.009714207605045556,0.010093965128280764
81,0.009709168265443598,0.010108192650446919
82,0.00970048219887455,0.010140415592506122
83,0.009690567091713913,0.010152918803602418
84,0.009687224413422468,0.010151863702498092
85,0.009678758222177113,0.01014861501473237
86,0.009675466859044309,0.010135686946143046
87,0.009669274409175305,0.010176273323417296
88,0.009664620075898099,0.010140370676214126
89,0.009655612480401426,0.01020674100468093
90,0.00964452966615289,0.01015726740717207
91,0.009642883469091765,0.010184752402516015
92,0.009637627453294433,0.010132325509693164
93,0.009630559072879945,0.010228213893408052
94,0.009619801496177353,0.010190297366809072
95,0.009614487710002196,0.010159846755292155
96,0.009609727266557065,0.010161526615071314
97,0.009602170153195491,0.010201680680468029
98,0.009589597746341045,0.010175253168119581
99,0.009594565644771218,0.010208258535346109
100,0.009583951657777043,0.010228077997811877
