epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=5, count=1))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=5, count=1))"
1,0.6236256539113251,0.4365217387676239,0.3671483920668908,0.5157548713360254,0.2000707404115609,inf,0.8159395778501356,0.5389610528945923,0.3663679200249749,0.6315075900103595,0.26439535134547465,inf
2,0.517789309518649,0.5469565391540527,inf,0.39245469541824934,inf,inf,0.7101566654604834,0.5649350881576538,0.4772512622781702,0.4577484775233913,0.667421402157964,inf
3,0.4637089932308942,0.5991304516792297,inf,0.2889395602085392,inf,inf,0.6697782624412227,0.5584415793418884,0.4575776860520646,0.39279548541919607,inf,inf
4,0.44093564127418505,0.6056521534919739,inf,0.2577223364889925,inf,inf,0.6505648872336826,0.5584415793418884,inf,0.39557699255041173,inf,inf
5,0.41985986076915205,0.6082608699798584,inf,0.2508821499570319,inf,inf,0.6351572186560244,0.5584415793418884,inf,0.39291161459845464,inf,inf
6,0.4245731979861527,0.6095651984214783,inf,0.27515316414306845,inf,inf,0.6143214847590472,0.5584415793418884,0.4737024065610525,0.3011293089067614,inf,inf
7,0.42298497130591517,0.6104347705841064,inf,0.2179941726257117,inf,inf,0.6027625811261099,0.5584415793418884,inf,0.34089084895881444,inf,inf
8,0.3987785103163209,0.6091304421424866,inf,0.2454484537218544,inf,inf,0.5940923376663311,0.5584415793418884,0.49149369871294174,0.3665261010865907,inf,0.4335687015507672
9,0.3962324312263515,0.6104347705841064,inf,0.206714319858972,inf,inf,0.5844310614708308,0.5584415793418884,inf,0.37636884160943934,inf,inf
10,0.3827097197339976,0.6047825813293457,inf,0.24205442964524687,inf,inf,0.5737020204196105,0.5584415793418884,0.45863308294399363,0.4185644742604849,inf,inf
