epoch,train_loss,train_accuracy,"train_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))",val_loss,val_accuracy,"val_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))"
1,1.212141325738695,0.3132936656475067,0.0,1.0233047617806328,0.0020706892013549806,0.0007904264662000868,1.1981587396727669,0.32116401195526123,0.0,0.835421625773112,0.0010413699679904514,0.0005624559190538195
2,1.1362139279643695,0.3162698447704315,0.0,0.7831997129652235,0.0021306064393785264,0.00024853812323676213,1.1713762389289009,0.32116401195526123,0.0,0.6928106943766276,0.0027042812771267363,0.00010219150119357638
3,1.1218065935704442,0.31613755226135254,0.0,0.7648560206095377,0.0024321821000840927,0.00014807648128933377,1.1686389366785686,0.32116401195526123,0.0,0.8288672977023654,0.0005074818929036458,4.3190850151909725e-05
4,1.1189705299006567,0.31613755226135254,0.0,0.771604037284851,0.0012615521748860676,4.8544671800401476e-05,1.1637329551908704,0.32116401195526123,0.0,0.7686373816596137,0.0010434044731987848,1.2291802300347223e-05
5,1.1156528073880407,0.31613755226135254,0.0,0.7796404096815321,0.001230009396870931,5.5776702033148875e-05,1.1616376678148905,0.32116401195526123,0.0,0.7310738033718533,0.0006396823459201389,0.0
6,1.117308030029138,0.31613755226135254,0.0,0.7725321849187216,0.0020522223578559027,2.673731909857856e-05,1.1637227588229708,0.32116401195526123,0.0,0.7577670627170139,0.0006117926703559027,6.569756401909723e-06
7,1.118885260158115,0.31613755226135254,0.0,0.7485008928510878,0.0032419602076212565,3.225803375244141e-05,1.1601289298799302,0.32116401195526123,0.0,0.7633909437391493,0.0029630872938368057,1.8141004774305555e-05
8,1.0965360788835419,0.31613755226135254,0.0,0.7447127474678887,0.0030222389433119034,1.2837515936957465e-05,1.139510530895657,0.32116401195526123,0.0,0.8694639841715495,0.0007208082411024305,5.510118272569444e-07
9,1.1003901173671087,0.31613755226135254,0.0,0.7876103083292644,0.002631349033779568,1.2413660685221355e-05,1.1599559002452426,0.32116401195526123,0.0,0.7969826168484158,0.0007377200656467014,2.3312038845486113e-06
10,1.1125612050294875,0.31613755226135254,0.0,0.743908076816135,0.0023476945029364694,7.004208034939236e-06,1.145743351512485,0.32116401195526123,0.0,0.7861489613850912,0.0036154005262586807,4.238552517361111e-08
11,1.1086125450001822,0.31613755226135254,0.0,0.7299328380160861,0.003409520785013835,9.187062581380208e-06,1.1675907942983839,0.32116401195526123,0.0,0.6998639848497179,0.003861321343315972,6.993611653645833e-06
12,1.1079636135035091,0.31613755226135254,0.0,0.7359730826483832,0.002436722649468316,1.6318427191840277e-05,1.1393802629576788,0.32116401195526123,0.0,0.7228148990207248,0.013499704996744792,1.6954210069444445e-07
13,1.0859831081496345,0.31613755226135254,0.0,0.6877955542670355,0.0025098721186319986,1.4781951904296875e-06,1.1431037757131788,0.32116401195526123,0.0,0.7034776899549696,0.0013917711046006944,9.324815538194444e-07
14,1.1035902753472329,0.31613755226135254,0.0,0.7469406657748752,0.0026702907350328233,3.409385681152344e-06,1.1505079600546095,0.32116401195526123,0.0,0.6935015784369575,0.0007344563802083333,4.238552517361111e-08
15,1.0990681214465035,0.31613755226135254,0.0,0.7206514835357666,0.0021060864130655927,4.365709092881944e-06,1.1454695357216729,0.32116401195526123,0.0,0.7435632917616103,0.00362091064453125,0.0
16,1.1065173228581746,0.31613755226135254,0.0,0.7514335897233752,0.0032619635264078775,3.613366021050347e-06,1.159102243847317,0.32116401195526123,0.0,0.6404560089111329,0.002606328328450521,0.0
17,1.1122241040070853,0.31613755226135254,0.0,0.7791091389126248,0.0025461753209431964,2.0877520243326822e-05,1.1561781936221653,0.32116401195526123,0.0,0.7022527058919271,0.002132670084635417,9.324815538194444e-07
18,1.1086067328850429,0.31613755226135254,0.0,0.7688527398639255,0.0034543726179334855,6.084971957736545e-06,1.1592012657059563,0.32116401195526123,0.0,0.6926516638861762,0.0007422977023654514,0.0
19,1.115147220922841,0.31613755226135254,0.0,0.7586763011084663,0.00520426697201199,7.5207816229926215e-06,1.16478164990743,0.32116401195526123,0.0,0.7457551744249132,0.001897430419921875,3.390842013888889e-07
20,1.1167913200126753,0.31613755226135254,0.0,0.7118552022510105,0.0033788522084554034,3.711382548014323e-06,1.1533764759699503,0.32116401195526123,0.0,0.6490709092881944,0.0018267313639322917,2.966986762152778e-07
21,1.0912615464793312,0.31613755226135254,0.0,0.6751089996761745,0.0033870405620998805,8.347299363878039e-06,1.1177529282040066,0.32116401195526123,0.0,0.7208381228976779,0.00021557278103298612,0.0
22,1.0875644503368271,0.31613755226135254,0.0,0.7648225360446506,0.004398478402031792,5.18692864312066e-06,1.1365004698435466,0.32116401195526123,0.0,0.8057334476047092,0.0010542975531684028,8.900960286458333e-07
23,1.0832446217536926,0.31613755226135254,0.0,0.6807885964711508,0.002844662136501736,2.262327406141493e-06,1.1309291309780545,0.32116401195526123,0.0,0.6946874406602648,0.0008781009250217014,0.0
24,1.095964692864153,0.31613755226135254,0.0,0.7934068441390991,0.0019856029086642796,9.367201063368056e-06,1.1561274064911737,0.32116401195526123,0.0,0.87905396355523,0.004007890489366319,8.477105034722223e-08
25,1.10745759755373,0.31613755226135254,0.0,0.7490131987465752,0.005620561705695258,2.447764078776042e-06,1.1500755972332424,0.32116401195526123,0.0,0.7547212812635634,0.01542430453830295,0.0
26,1.0995683453149265,0.31613755226135254,0.0,0.7641313314437866,0.002441631423102485,1.3330247667100695e-05,1.1466999861929152,0.32116401195526123,0.0,0.7411781311035156,0.0004748874240451389,7.62939453125e-07
27,1.096537069314056,0.31613755226135254,0.0,0.7943562269210815,0.0015853404998779296,2.7240647210015192e-05,1.148192364639706,0.32116401195526123,0.0,0.7932728661431206,0.0012661827935112847,0.0
28,1.097951656414403,0.31613755226135254,0.0,0.7659974071714614,0.001393535402086046,4.898177252875434e-06,1.145900719695621,0.32116401195526123,0.0,0.8431940290662977,0.002356592814127604,8.477105034722223e-08
29,1.0983170956373214,0.31613755226135254,0.0,0.7541349305046929,0.0025828202565511067,5.014737447102865e-06,1.1477343877156576,0.32116401195526123,0.0,0.7703429328070747,0.001826816134982639,0.0
30,1.1015448224213389,0.31613755226135254,0.0,0.7119214243359036,0.0020062843958536785,1.4119678073459202e-06,1.141635122564104,0.32116401195526123,0.0,0.8447851816813151,0.0015734778510199652,0.0
31,1.0948068307505714,0.31613755226135254,0.0,0.7541010512246026,0.0024016830656263563,3.7060843573676215e-06,1.1332086324691772,0.32116401195526123,0.0,0.8032185872395833,0.001102447509765625,0.0
32,1.0805519314275847,0.31613755226135254,0.0,0.720070195198059,0.0014780892266167535,4.267692565917968e-06,1.122710072994232,0.32116401195526123,0.0,0.7532291836208768,0.001525666978624132,0.0
33,1.092159573899375,0.31613755226135254,0.0,0.7719166093402439,0.005986467997233073,5.846553378634983e-06,1.153895718521542,0.32116401195526123,0.0,0.7823206583658854,0.002613533867730035,0.0
34,1.0975841581821442,0.31613755226135254,0.0,0.7723775439792209,0.003658130433824327,6.763140360514323e-06,1.1396734303898282,0.32116401195526123,0.0,0.772978761461046,0.00031971401638454863,1.6954210069444445e-07
35,1.0905244194799,0.31613755226135254,0.0,0.7435420089297824,0.0024741464191012914,5.8597988552517365e-06,1.1378451784451802,0.32116401195526123,0.0,0.7255594465467665,0.006748665703667535,1.1444091796875e-06
36,1.0863800830311245,0.31613755226135254,0.0,0.7360552072525024,0.002038666937086317,1.0167227851019966e-05,1.131232131852044,0.32116401195526123,0.0,0.7059879726833768,0.00045928955078125,7.62939453125e-07
37,1.0880906025568644,0.31613755226135254,0.0,0.7745371209250556,0.0029946857028537326,7.870462205674914e-06,1.137986773914761,0.32116401195526123,0.0,0.8190240224202474,0.020499038696289062,0.0
38,1.0932987128694853,0.31613755226135254,0.0,0.7526250998179118,0.0018126196331448026,5.279646979437934e-06,1.1414812670813665,0.32116401195526123,0.0,0.7408179389105902,0.0019373999701605903,0.0
39,1.104730929599868,0.31613755226135254,0.0,0.7975902928246392,0.002134601275126139,5.732642279730903e-06,1.153664595550961,0.32116401195526123,0.0,0.7705318450927734,0.0017964680989583333,0.0
40,1.1105318893988927,0.31613755226135254,0.0,0.7319451438056098,0.0032690074708726672,7.859865824381511e-06,1.1480583588282267,0.32116401195526123,0.0,0.7577173868815105,0.0051169925265842015,8.477105034722223e-08
41,1.1069782924320963,0.31613755226135254,0.0,0.7351148075527615,0.0035720878177218965,1.4781951904296875e-06,1.161767970191108,0.32116401195526123,0.0,0.6702687157524957,0.0033513387044270832,2.1192762586805554e-07
42,1.1090980417198606,0.31613755226135254,0.0,0.7527062707477146,0.007157585355970594,1.6848246256510418e-05,1.1480204714669122,0.32116401195526123,0.0,0.8007135179307726,0.0006995307074652777,0.0
43,1.0975205504231982,0.31613755226135254,0.0,0.7436806440353394,0.0030733982721964518,9.025467766655816e-06,1.1441551791297064,0.32116401195526123,0.0,0.855153316921658,0.0003239525689019097,5.933973524305556e-07
44,1.0900192196170488,0.31613755226135254,0.0,0.750360099474589,0.0016882446077134874,7.798936631944444e-06,1.1313909570376077,0.32116401195526123,0.0,0.7916063520643446,0.0004967159695095486,0.0
45,1.0845564309093687,0.31613755226135254,0.0,0.7253409173753527,0.0013472053739759656,3.152423434787326e-06,1.1263887021276686,0.32116401195526123,0.0,0.7307875739203559,0.0013642628987630208,0.0
46,1.0760988851388296,0.31613755226135254,0.0,0.7408678611119588,0.002399616771274143,4.114045037163629e-06,1.1239116430282592,0.32116401195526123,0.0,0.8562669542100695,0.0005122714572482639,1.0172526041666667e-06
47,1.0861138948135907,0.31613755226135254,0.0,0.7794267866346571,0.001176995701260037,5.433294508192274e-06,1.1369378725687662,0.32116401195526123,0.0,0.8463731977674697,0.006273142496744792,2.966986762152778e-07
48,1.089110789861944,0.31613755226135254,0.0,0.7834279298782348,0.0013190799289279514,1.2546115451388888e-05,1.1495009806421068,0.32116401195526123,0.0,0.8515001508924697,0.0018252902560763889,0.0
49,1.1026546566022768,0.31613755226135254,0.0,0.7455660184224446,0.004316920704311795,1.7642974853515625e-05,1.1477367175949944,0.32116401195526123,0.0,0.7408717685275608,0.0019431644015842015,2.1192762586805554e-07
50,1.0959630517496004,0.31613755226135254,0.0,0.7448117362128364,0.0036590099334716797,6.98301527235243e-06,1.1440312345822652,0.32116401195526123,0.0,0.7932620578342013,0.003145133124457465,0.0
51,1.0998228730426893,0.31613755226135254,0.0,0.7687073866526286,0.0015748474333021375,4.135237799750434e-06,1.145299584335751,0.32116401195526123,0.0,0.7228867848714192,0.0017932044135199653,8.477105034722223e-08
52,1.103373521566391,0.31613755226135254,0.0,0.7497566567526923,0.004684517118665907,7.0730845133463544e-06,1.141080469555325,0.32116401195526123,0.0,0.7554029676649305,0.004561021592881944,0.0
53,1.0853368962804477,0.31613755226135254,0.0,0.685290519396464,0.0014999734030829537,6.914138793945312e-07,1.1180281784799364,0.32116401195526123,0.0,0.7433836619059245,0.0014771779378255209,0.0
54,1.0772499326202605,0.31613755226135254,0.0,0.7041734509997898,0.002490735054016113,1.7828411526150174e-06,1.134701504972246,0.32116401195526123,0.0,0.7032922956678602,0.0030947791205512155,1.6954210069444445e-07
55,1.0902100493510565,0.31613755226135254,0.0,0.7189896398120457,0.0017802715301513672,2.4053785536024305e-06,1.1398838678995769,0.32116401195526123,0.0,0.7143145243326823,0.0015682220458984376,0.0
56,1.0945760493477186,0.31613755226135254,0.0,0.7344797717200385,0.005906094445122613,9.873178270128038e-06,1.1342254744635687,0.32116401195526123,0.0,0.8446837531195747,5.7898627387152775e-05,0.0
57,1.101511466006438,0.31613755226135254,0.0,0.7741225825415717,0.0011246999104817708,1.2760692172580296e-05,1.139696204662323,0.32116401195526123,0.0,0.7388484954833985,0.0005254109700520833,0.0
58,1.0955284810728496,0.31613755226135254,0.0,0.7193888240390354,0.004790382915072971,2.5961134168836806e-06,1.135283186700609,0.32116401195526123,0.0,0.7482009887695312,0.0031544155544704863,8.477105034722223e-08
59,1.0931034185820157,0.31613755226135254,0.0,0.7225443204243978,0.0019946760601467555,7.104873657226563e-06,1.1374277949333191,0.32116401195526123,0.0,0.8334933810763889,0.0018534342447916667,0.0
60,1.087816429303752,0.31613755226135254,0.0,0.7117384248309665,0.0034103049172295465,2.6808844672309026e-06,1.1428487300872803,0.32116401195526123,0.0,0.7407395680745442,0.010960176255967883,4.238552517361111e-08
61,1.1013513541883893,0.31613755226135254,0.0,0.7427923043568929,0.0027301337983873155,5.274348788791233e-06,1.141617524623871,0.32116401195526123,0.0,0.7824681599934896,0.004728486802842882,0.0
62,1.0946357973747782,0.31613755226135254,0.0,0.7139803409576416,0.002582369910346137,3.4623675876193576e-06,1.1268585509724087,0.32116401195526123,0.0,0.7459805806477865,0.004448276095920139,4.238552517361111e-08
63,1.078787343038453,0.31613755226135254,0.0,0.7278416156768799,0.005136010381910536,6.90354241265191e-06,1.1343264049953885,0.32116401195526123,0.0,0.7109333886040582,0.0023218790690104165,5.086263020833333e-07
64,1.0819309236274826,0.31613755226135254,0.0,0.7195080068376329,0.0037313381830851237,3.6080678304036457e-06,1.117071545124054,0.32116401195526123,0.0,0.6333137088351779,0.004386138916015625,5.510118272569444e-07
65,1.0851629106534852,0.31613755226135254,0.0,0.7816669172710843,0.002485481897989909,8.612208896213107e-06,1.1299252417352466,0.32116401195526123,0.0,0.7625142415364583,0.0019527435302734374,4.238552517361111e-08
66,1.090693331261476,0.31613755226135254,0.0,0.7514514525731405,0.0023941993713378906,2.092785305447049e-06,1.137782879670461,0.32116401195526123,0.0,0.7174177805582682,0.0030222574869791666,0.0
67,1.0884592683778869,0.31613755226135254,0.0,0.757491742240058,0.0027406718995836047,5.083613925509983e-06,1.1364865236812167,0.32116401195526123,0.0,0.7535105387369792,0.000742340087890625,5.594889322916666e-06
68,1.0817965782350965,0.31613755226135254,0.0,0.7019859976238675,0.003339470757378472,3.6160151163736978e-06,1.1288818822966682,0.32116401195526123,0.0,0.7960249159071181,0.001320097181532118,0.0
69,1.092757939795653,0.31613755226135254,0.0,0.7658902247746785,0.002738690376281738,4.5590930514865455e-06,1.1532430251439412,0.32116401195526123,0.0,0.8084440019395617,0.0012979295518663195,8.477105034722222e-07
70,1.0949714259968863,0.31613755226135254,0.0,0.7287077877256606,0.004008150100708008,9.587075975206163e-06,1.142636247475942,0.32116401195526123,0.0,0.7060562133789062,0.0024315304226345488,0.0
71,1.0803088719646137,0.31613755226135254,0.0,0.6659039947721693,0.004502537515428331,1.4967388576931423e-06,1.1091097447607252,0.32116401195526123,0.0,0.6045064714219835,0.00046513875325520835,4.238552517361111e-08
72,1.0569879134496054,0.31613755226135254,0.0,0.7160425927903917,0.0020989576975504556,2.320607503255208e-06,1.1113270971510145,0.32116401195526123,0.0,0.7392623477511936,0.006104236178927951,1.3987223307291666e-06
73,1.0823481996854147,0.31613755226135254,0.0,0.7689454396565755,0.003910681936475965,5.634625752766927e-06,1.13964893023173,0.32116401195526123,0.0,0.902423350016276,0.004022555881076389,7.62939453125e-07
74,1.089299009574784,0.31613755226135254,0.0,0.727838569217258,0.0027429739634195964,1.965628729926215e-06,1.1251321686638727,0.32116401195526123,0.0,0.8323283301459419,0.014003923204210069,0.0
75,1.0750053367680974,0.31613755226135254,0.0,0.7292330715391371,0.002399786313374837,2.757708231608073e-06,1.1265986998875936,0.32116401195526123,0.0,0.8080489264594184,0.0004597981770833333,0.0
76,1.086242595480548,0.31613755226135254,0.0,0.7116848124398125,0.004078507423400879,3.4862094455295138e-06,1.1368901398446825,0.32116401195526123,0.0,0.7979453616672092,0.002477052476671007,0.0
77,1.096950953039858,0.31613755226135254,0.0,0.7536079751120673,0.003942192925347222,4.002783033582899e-06,1.1421365446514553,0.32116401195526123,0.0,0.8338022020128039,0.0018669976128472222,2.1192762586805554e-07
78,1.0951504127846823,0.31613755226135254,0.0,0.7010589811537001,0.004102950625949436,1.1311637030707465e-06,1.139340611298879,0.32116401195526123,0.0,0.7283241271972656,0.00983416239420573,2.5431315104166666e-07
79,1.0943369640244378,0.31613755226135254,0.0,0.728317051463657,0.005552996529473199,1.5815099080403647e-06,1.141307376490699,0.32116401195526123,0.0,0.7770708296034071,0.024047809176974827,0.0
80,1.086584212217066,0.31613755226135254,0.0,0.696209274397956,0.0023208432727389867,3.1391779581705728e-06,1.1318354487419129,0.32116401195526123,0.0,0.8196671379937066,0.003915150960286458,3.814697265625e-07
81,1.0803579307264752,0.31613755226135254,0.0,0.705716159608629,0.0027699285083346895,5.724694993760851e-06,1.1351624197430081,0.32116401195526123,0.0,0.7427060445149739,0.0029890272352430555,0.0
82,1.084533491399553,0.31613755226135254,0.0,0.7601858721839057,0.0028640853034125435,9.61356692843967e-06,1.1309730370839437,0.32116401195526123,0.0,0.7476511637369792,0.0007653978135850694,0.0
83,1.0852746206853126,0.31613755226135254,0.0,0.7988738059997559,0.001389667722913954,2.0209948221842448e-05,1.1334545440144008,0.32116401195526123,0.0,0.7745505862765842,0.0019417232937282986,8.477105034722223e-08
84,1.0838055920269754,0.31613755226135254,0.0,0.7698919481701321,0.00215912659962972,5.099508497450087e-06,1.1247354242536756,0.32116401195526123,0.0,0.7878638373480903,0.0012444814046223959,0.0
85,1.077449772424168,0.31613755226135254,0.0,0.6924821933110555,0.004492108027140299,2.8080410427517363e-06,1.126109696759118,0.32116401195526123,0.0,0.6970409393310547,0.001514010959201389,0.0
86,1.0881774697038862,0.31613755226135254,0.0,0.7702586650848389,0.0034990549087524415,8.236037360297309e-06,1.140922443072001,0.32116401195526123,0.0,0.7885884602864583,0.003031158447265625,0.0
87,1.0971583873033524,0.31613755226135254,0.0,0.7485279162724813,0.0023425314161512585,1.3399124145507813e-05,1.1445888612005446,0.32116401195526123,0.0,0.7036844465467665,0.0018261803521050347,2.966986762152778e-07
88,1.0871159671081436,0.31613755226135254,0.0,0.6825344562530518,0.0029563718371921114,1.292758517795139e-06,1.125923932923211,0.32116401195526123,0.0,0.7642179277208117,0.0023173014322916668,0.0
89,1.0892779206236203,0.31613755226135254,0.0,0.7427176184124417,0.004149068726433648,4.23325432671441e-06,1.131505008538564,0.32116401195526123,0.0,0.8443897671169704,0.004452684190538195,4.238552517361111e-08
90,1.0869466506772572,0.31613755226135254,0.0,0.7643272029028998,0.003189478980170356,1.0063913133409288e-05,1.1353587521447075,0.32116401195526123,0.0,0.8720836639404297,0.0007796817355685764,1.2715657552083333e-07
91,1.0871499651008183,0.31613755226135254,0.0,0.73213279777103,0.0030458927154541015,2.731217278374566e-06,1.1319619721836514,0.32116401195526123,0.0,0.7651426527235243,0.002193662855360243,0.0
92,1.0838293588823742,0.31613755226135254,0.0,0.7298103491465251,0.0033405250973171656,6.267759535047743e-06,1.1317811595069038,0.32116401195526123,0.0,0.73739013671875,0.004731580946180556,0.0
93,1.0844649982121255,0.31613755226135254,0.0,0.7574479871326023,0.002585707770453559,2.723269992404514e-06,1.1286869313981798,0.32116401195526123,0.0,0.8863488939073351,0.0016454060872395833,0.0
94,1.082580094701714,0.31613755226135254,0.0,0.7398504257202149,0.0030844238069322374,8.153915405273438e-06,1.1323239114549426,0.32116401195526123,0.0,0.819818623860677,0.0032767401801215277,2.5431315104166666e-07
95,1.0890708016024695,0.31613755226135254,0.0,0.7639954116609361,0.0036637968487209746,9.716881646050347e-06,1.1421676013204787,0.32116401195526123,0.0,0.8552461836073134,0.014969762166341145,0.0
96,1.0982863903045654,0.31613755226135254,0.0,0.710567323366801,0.004241932762993707,2.8159883287217884e-06,1.136654598183102,0.32116401195526123,0.0,0.7927024417453342,0.0010714213053385417,0.0
97,1.0885910289155112,0.31613755226135254,0.0,0.731847964392768,0.0036403417587280275,1.3642840915256077e-06,1.1278544002109103,0.32116401195526123,0.0,0.6357000139024522,0.003294499715169271,0.0
98,1.079421718749735,0.31613755226135254,0.0,0.7148420969645183,0.0014273166656494141,9.777810838487414e-06,1.1293942703141107,0.32116401195526123,0.0,0.6550846523708768,0.0012115478515625,8.477105034722223e-08
99,1.083219701713986,0.31613755226135254,0.0,0.7304589615927802,0.004033327102661133,7.157855563693576e-06,1.130108924706777,0.32116401195526123,0.0,0.8308422088623046,0.021438471476236978,2.1192762586805554e-07
100,1.0919943541288375,0.31613755226135254,0.0,0.7321111679077148,0.007202561696370443,1.52587890625e-06,1.1345960736274718,0.32116401195526123,0.0,0.7157043033175998,0.0019965277777777776,0.0
