epoch,train_loss,train_accuracy,"train_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=2))","train_AlternateResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))",val_loss,val_accuracy,"val_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=2))","val_AlternateResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))"
1,1.1250146445300844,0.32579365372657776,0.6023966524336073,inf,inf,inf,1.0337913513183594,0.3592592477798462,0.5427058325873481,inf,inf,inf
2,0.9570254951715469,0.3541005253791809,0.539851631058587,inf,inf,inf,0.9684711456298828,0.3751322627067566,0.4984306123521593,inf,inf,inf
3,0.9193887722161082,0.35952380299568176,0.5503940211402045,inf,inf,inf,0.9438007540173001,0.35185185074806213,0.5178176032172309,inf,inf,inf
4,0.8986735670102968,0.35747355222702026,0.5019084824456109,inf,inf,inf,0.9239708516332839,0.34761905670166016,0.49654053582085506,inf,inf,inf
5,0.8807070472174221,0.36256614327430725,0.49060045878092445,inf,inf,inf,0.9064801573753357,0.3534391522407532,0.475063345167372,inf,inf,inf
6,0.8654633243878682,0.36468252539634705,0.4517852783203125,inf,inf,inf,0.8892412437333002,0.35555556416511536,0.47244271172417535,inf,inf,inf
7,0.8513935910330879,0.36051586270332336,0.4894808914926317,inf,inf,inf,0.8739481462372674,0.3592592477798462,0.5287457360161676,inf,inf,inf
8,0.8375924918386671,0.3643518388271332,0.46334361102845933,inf,inf,inf,0.8623029934035407,0.3444444537162781,0.4782666312323676,inf,inf,inf
9,0.8260113103522195,0.36970898509025574,0.45542515251371596,inf,inf,inf,0.8503035187721253,0.3740740716457367,0.43645795186360675,inf,inf,inf
10,0.8159123354487949,0.37533068656921387,0.4633171293470595,inf,inf,inf,0.8377478149202134,0.4037036895751953,0.48262274000379773,inf,inf,inf
11,0.8062573096818394,0.3781746029853821,0.47296703921424016,inf,inf,inf,0.8298580355114407,0.3957671821117401,0.42234831915961374,inf,inf,inf
12,0.7985085794495211,0.38458994030952454,0.47393705050150553,inf,inf,inf,0.8215977172056834,0.3968254029750824,0.4661993662516276,inf,inf,inf
13,0.7919440739684634,0.3828042447566986,0.4769888824886746,inf,inf,inf,0.8156808839903937,0.3989417850971222,0.45963143242730037,inf,inf,inf
14,0.7859159318937196,0.3861111104488373,0.4493471993340386,inf,inf,inf,0.8082883126205869,0.4037036895751953,0.49062747955322267,inf,inf,inf
15,0.7801248497433133,0.39041006565093994,0.4740607221921285,inf,inf,inf,0.8036942382653555,0.3968254029750824,0.45666813320583766,inf,inf,inf
16,0.7746988900005818,0.3929894268512726,0.47465621100531685,inf,inf,inf,0.7981152011288537,0.4026454985141754,0.4516334533691406,inf,inf,inf
17,0.7705252865950266,0.3909391462802887,0.46616413328382705,inf,inf,inf,0.7921634634335836,0.42116403579711914,0.49943025377061634,inf,inf,inf
18,0.7636878143582079,0.39847883582115173,0.4766300320625305,inf,inf,inf,0.7875510493914286,0.41534391045570374,0.4643501493665907,inf,inf,inf
19,0.7612665213644505,0.3938491940498352,0.4513045655356513,inf,inf,inf,0.7839096493191189,0.3920634984970093,0.4915576934814453,inf,inf,inf
20,0.7573698326945305,0.39623016119003296,0.4729652378294203,inf,inf,inf,0.780817903412713,0.39047619700431824,0.44445264604356555,inf,inf,inf
21,0.7542270623147488,0.39345237612724304,0.44759272469414607,inf,inf,inf,0.7765167342291938,0.39153438806533813,0.4589482625325521,inf,inf,inf
22,0.7508329521450732,0.39431217312812805,0.4491299523247613,inf,inf,inf,0.7733034915394253,0.3957671821117401,0.47031591203477646,inf,inf,inf
23,0.7473610708283054,0.3941798806190491,0.4472795142067803,inf,inf,inf,0.7687220056851705,0.4095238149166107,0.4266604741414388,inf,inf,inf
24,0.7446421269327402,0.40132275223731995,0.4659233159489102,inf,inf,inf,0.7658902575572332,0.4068782925605774,0.47879922654893664,inf,inf,inf
25,0.7412358025295867,0.391865074634552,0.46637612183888755,inf,inf,inf,0.7626417309045792,0.41111111640930176,0.5094656202528212,inf,inf,inf
26,0.7386811998569303,0.39953702688217163,0.4599578645494249,inf,inf,inf,0.7609345508946312,0.3830687701702118,0.45468353695339625,inf,inf,inf
27,0.7361520172821151,0.39834657311439514,0.4400816480318705,inf,inf,inf,0.7569439695941077,0.4148148000240326,0.5450475904676649,inf,inf,inf
28,0.7332232968674766,0.4028439223766327,0.45078426599502563,inf,inf,inf,0.754312468568484,0.4227513372898102,0.5047157711452908,inf,inf,inf
29,0.7312935612267918,0.4027777910232544,0.44901865190929835,inf,inf,inf,0.7531577603684532,0.39947089552879333,0.4650432374742296,inf,inf,inf
30,0.7281330231991079,0.40112432837486267,0.46268566846847536,inf,inf,inf,0.7496397021743987,0.41534391045570374,0.49321388668484156,inf,inf,inf
31,0.7262739200145006,0.4076719582080841,0.45217308468288847,inf,inf,inf,0.7482359240452449,0.4026454985141754,0.4372880087958442,inf,inf,inf
32,0.7260863696949349,0.4008598029613495,0.44785133335325455,inf,inf,inf,0.7461843272050221,0.4105820059776306,0.47245637045966254,inf,inf,inf
