epoch,train_loss,train_accuracy,"train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))",val_loss,val_accuracy,"val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))"
1,0.7026582699444298,0.19527120888233185,0.3801657894855204,0.7339367606423118,0.1841517835855484,0.28776846076502943
2,0.5946562018398088,0.18344923853874207,0.2066099285536724,0.6086653416807001,0.1841517835855484,0.13730031793767755
3,0.5235146091451052,0.2218358814716339,0.14897876100583576,0.568416148966009,0.3069196343421936,0.09985991535764752
4,0.49984149474294487,0.37079277634620667,0.11875141499075072,0.539803902127526,0.4732142984867096,0.08739927609761557
5,0.47628389506944213,0.46995827555656433,0.10729878046443864,0.5187229024641442,0.5245535969734192,0.10915859973791874
6,0.46494484429384764,0.5055632591247559,0.11461068683039617,0.5018669486045837,0.5357142686843872,0.09896409439318107
7,0.4575573250606136,0.5201668739318848,0.11178838374582155,0.49289469746026127,0.5379464030265808,0.08838463768814549
8,0.4402346409665073,0.5248956680297852,0.09384277738822971,0.4727357712658969,0.5390625,0.07865891456604004
9,0.4293733182983623,0.5265646576881409,0.08849027920203434,0.45558958225178,0.5368303656578064,0.10772714470372055
10,0.4212158124255121,0.5506258606910706,0.11539991039426627,0.4542695130362655,0.5881696343421936,0.07678443229559696
11,0.41197149752892204,0.564395010471344,0.10414571347837202,0.44453495840231577,0.5881696343421936,0.08866854869958127
12,0.40565599455344115,0.5532684326171875,0.10417159736066016,0.4365628186048883,0.546875,0.0953757719560103
13,0.3964702425431319,0.5456188917160034,0.10745528254414907,0.4301618352983937,0.5892857313156128,0.08566268429611669
14,0.3954114770412174,0.5702364444732666,0.1071959290772179,0.428823970393701,0.5915178656578064,0.08737755544257886
15,0.39075058629688253,0.5592489838600159,0.09699365193637623,0.4216478815584472,0.5881696343421936,0.06605755343581692
16,0.3790531888977258,0.565785825252533,0.09276035504927223,0.41555918897643235,0.5892857313156128,0.15451819824449944
17,0.3826595313213935,0.5603616237640381,0.08867490544847365,0.40626412300449427,0.5412946343421936,0.06260464119188713
18,0.37195157480732804,0.5394992828369141,0.0850642916826992,0.4001762331886725,0.5412946343421936,0.10883217002406265
19,0.37103834506887406,0.5636996030807495,0.10189692492911957,0.39854319167859625,0.5892857313156128,0.10793558034029874
20,0.36734140241781477,0.5742698311805725,0.10427380168926371,0.3983952458609234,0.5881696343421936,0.07636896335717404
21,0.3658193149356587,0.5675938725471497,0.10791639095011177,0.3995443032546477,0.5881696343421936,0.11572737115802187
22,0.36764587037694924,0.5585535168647766,0.09913187784924311,0.3947171048910329,0.5446428656578064,0.1358441757433342
23,0.3656962249167998,0.5692628622055054,0.10306705247288589,0.3996908495371992,0.5881696343421936,0.1065282966151382
24,0.36469943330189347,0.5667594075202942,0.0829990545064437,0.3888993118522745,0.5881696343421936,0.11014376264629942
25,0.3593691493750568,0.554102897644043,0.10866938682897681,0.3906138887911132,0.5446428656578064,0.09186141996672659
26,0.35973163470851993,0.5440890192985535,0.09311961585002894,0.38993023645245667,0.5926339030265808,0.05249685807661577
27,0.35795923656245554,0.5698192119598389,0.08715865789306362,0.3809525673813892,0.5904017686843872,0.07972828980648157
28,0.3538957490007731,0.5767732858657837,0.12096713218775794,0.3845757542686029,0.59375,0.12641234542384291
29,0.3527823942338932,0.5730180740356445,0.0963002081525163,0.38207665327371976,0.5915178656578064,0.11200465722517534
30,0.35727882925392734,0.5739916563034058,0.10545731441023136,0.38305806087499317,0.5915178656578064,0.0729407787322998
