epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_ChainPrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=2))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_ChainPrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=2))"
1,0.8672048216119014,0.4817980229854584,inf,inf,0.5414436930985235,0.44596297915751776,0.25647723395813277,0.6649213671684265,0.46195653080940247,inf,0.6601761817932129,0.34269121289253235,0.34580056071281434,0.160735821723938
2,0.6204556686085956,0.5574548840522766,inf,inf,0.26300975387442316,0.39896726831445084,0.20754345865591825,0.5688535168766975,0.6630434989929199,inf,inf,0.3404460847377777,0.36931515038013457,0.21197699159383773
3,0.5751493743819863,0.6606521010398865,inf,inf,0.3722851268958748,0.43079233541503525,0.26018481507502184,0.5013336293399334,0.6630434989929199,inf,0.6487946033477783,0.3101842671632767,0.3196650594472885,0.20681785345077514
4,0.5134203814307167,0.6628680229187012,inf,inf,0.3010939361524656,0.40516106424019227,0.2915772327952749,0.4437981743365526,0.6630434989929199,inf,inf,0.43119783997535704,0.35022551715373995,0.21220471560955048
5,0.49649643540010435,0.6638176441192627,inf,inf,0.3779170159802608,0.5326356947329041,0.30380699117544474,0.4098436050117016,0.6630434989929199,inf,0.7878940820693969,0.4664571642875671,0.4522018671035767,0.3034233033657074
6,0.44346843936513997,0.6666666865348816,inf,inf,0.3301375529695413,0.5480307245775243,0.29389132873130475,0.38907426595687866,0.66576087474823,inf,inf,0.4350754082202911,0.47043025493621826,0.2501335717737675
7,0.45459613779359226,0.6720480918884277,inf,inf,0.3596141237922466,0.607944879070645,0.3263677963042594,0.37040151096880436,0.66576087474823,inf,inf,0.42920419573783875,0.49206464290618895,0.2681230679154396
8,0.41003240584490264,0.6745805740356445,inf,inf,0.3610847334779927,0.5750679739179924,0.27383706499001537,0.356283294595778,0.66576087474823,inf,1.025588685274124,0.5043580710887909,0.4304278314113617,0.1461385205388069
9,0.4172172653786664,0.6717315316200256,inf,inf,0.408359191347024,0.635996567849622,0.25108352707998244,0.34964360687881707,0.66576087474823,inf,0.7572623074054718,0.4695399284362793,0.48932753801345824,0.14312994331121445
10,0.40001474953199884,0.6745805740356445,inf,inf,0.4233814409110178,inf,0.1359167982375194,0.3392163747921586,0.66847825050354,inf,inf,0.4659887135028839,0.4401578724384308,0.11632178798317909
