epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))"
1,1.3050782640775045,0.24880951642990112,0.02907688617706299,inf,inf,0.0,1.386470251613193,0.25449734926223755,0.08696255154079861,inf,0.7637494405110677,0.0
2,1.3586935861243141,0.27810847759246826,0.2810640705956353,inf,0.4081903987460666,0.0,1.4259100278218588,0.30529099702835083,0.452537112765842,inf,0.23087276882595487,0.0
3,1.3676324026452171,0.2966931164264679,0.4485351006189982,inf,0.22631389829847548,0.0,1.4230650491184658,0.2936508059501648,0.48622576395670575,1.304900911119249,0.20088797675238715,0.0
4,1.360426697962814,0.3036375641822815,0.44619528187645807,inf,0.19494554731580946,0.0,1.4123935196134778,0.3005290925502777,0.4923457251654731,1.1370965321858724,0.1524862501356337,0.0
5,1.3601642431484329,0.2966931164264679,0.4592550701565213,inf,0.17952195008595784,0.0,1.418596711423662,0.3195767104625702,0.5290622287326389,inf,0.1451614803738064,0.0
6,1.3655705291363929,0.300727516412735,0.4632204877005683,inf,0.15357750786675348,0.0,1.4253873533672756,0.3084656000137329,0.5089957343207465,1.093157450358073,0.13670260111490887,0.0
7,1.3715965408417914,0.3033730089664459,0.4625795708762275,inf,0.14239880243937175,0.0,1.4321191642019484,0.2915343940258026,0.5292050679524739,1.028983349270291,0.12057813008626302,0.0
8,1.3728709116578102,0.30621692538261414,0.47709410985310874,1.0477086650000678,0.13126278453403048,0.0,1.4256869289610121,0.30423280596733093,0.5457922617594401,0.9913319905598958,0.10905935499403212,0.0
9,1.3693241357803345,0.3095899522304535,0.4838388204574585,1.0606697956720987,0.12437995009952121,0.0,1.4162821107440524,0.3195767104625702,0.4857964833577474,0.9915804968939887,0.11507742140028211,0.0
10,1.3598867469363742,0.3033068776130676,0.4763724565505981,1.036715120739407,0.1213237550523546,0.0,1.4104482968648275,0.3195767104625702,0.5513908386230468,1.003634050157335,0.10731701321072049,0.0
11,1.3641903340816497,0.30317461490631104,0.47662581867641873,1.0567382070753308,0.12219668759240045,0.0,1.4326407300101387,0.2936508059501648,0.5422339545355903,0.956814702351888,0.10555491977267795,0.0
12,1.3669984524448713,0.306547611951828,0.47373714182111953,1.0143587059444852,0.11663189993964301,0.0,1.4174527366956076,0.2899470925331116,0.5254774305555555,1.0072431352403428,0.10592897203233508,0.0
13,1.3695824432704184,0.308267205953598,0.47695812384287517,1.034778290324741,0.11788925859663221,0.0,1.4300672610600789,0.3037036955356598,0.5340810987684462,1.047915013631185,0.1015539805094401,0.0
14,1.3682807102799415,0.29986771941185,0.49186587863498266,1.0050671286053128,0.1152963055504693,0.0,1.4181646784146626,0.30000001192092896,0.5972999148898654,0.9006219651963976,0.09290758768717448,0.0
15,1.3628162236677275,0.30813491344451904,0.4861833890279134,1.024160287115309,0.11548844443427192,0.0,1.4220370173454284,0.30000001192092896,0.515664545694987,0.9609348720974392,0.108062744140625,0.0
16,1.365273994538519,0.30291005969047546,0.4835415204366048,1.0217652638753256,0.11454260879092747,0.0,1.418958772553338,0.3195767104625702,0.5820547315809462,0.9700233883327908,0.10262446933322483,0.0
17,1.3672789505786367,0.30291005969047546,0.48458566665649416,1.0418960836198594,0.11834624608357748,0.0,1.4269726673762004,0.2978835999965668,0.5848058488633897,1.0032689412434896,0.11318795945909288,0.0
18,1.3740011539724137,0.3074735403060913,0.4856216271718343,1.025216031074524,0.11625699202219646,0.0,1.4278751227590774,0.3037036955356598,0.4937752193874783,1.0533533308241103,0.11358379787868923,0.0
19,1.36752993133333,0.3083333373069763,0.4829177194171482,1.0016200304031373,0.11557048956553141,0.0,1.419225553671519,0.3026455044746399,0.5380153232150607,0.9735265096028646,0.10874078538682726,0.0
20,1.3691682380106713,0.30621692538261414,0.47605354256100124,1.0353879027896458,0.11384740935431586,0.0,1.429923403263092,0.30423280596733093,0.49145033094618057,0.9878664228651258,0.10638156467013889,0.0
21,1.36895376327965,0.31871694326400757,0.4836545573340522,0.9747954103681776,0.10718208154042562,0.0,1.4077481044663323,0.3026455044746399,0.5581536187065972,1.0190406799316407,0.10717417399088541,0.0
