epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))"
1,1.0234976530075073,0.32764551043510437,0.0005474064085218642,0.0007884648111131456,0.0005474342240227593,0.9164929946263631,0.3560846447944641,4.713270399305556e-05,9.240044487847222e-06,2.8779771592881944e-05
2,0.866251606742541,0.3291666805744171,2.3917357126871744e-05,4.023048612806532e-05,0.00019286606046888563,0.888438171810574,0.3550264537334442,2.4159749348958332e-06,0.0,0.0
3,0.846168458296193,0.33604496717453003,3.10924318101671e-05,0.00011221567789713542,0.00015360779232449003,0.8720034122467041,0.35185185074806213,0.0,0.0,0.0
4,0.8325001670254601,0.3373677134513855,2.33716434902615e-05,5.276865429348416e-05,7.684893078274197e-05,0.8582518100738525,0.34497353434562683,0.0,0.0,0.0009821785820855035
5,0.8188116653098001,0.3341931104660034,0.0001630544662475586,8.247958289252387e-05,0.00015881723827785915,0.8445007191763984,0.34497353434562683,0.0005057652791341146,0.0,0.0
6,0.8050193783309725,0.34371691942214966,0.0004385471343994141,1.2411011589898004e-05,5.082289377848307e-05,0.8269152522087098,0.3433862328529358,2.0811292860243056e-05,4.8319498697916664e-06,4.5564439561631945e-05
7,0.7879995736810896,0.346230149269104,3.324747085571289e-05,0.0002439790301852756,0.00023470984564887153,0.8052914341290792,0.3693121671676636,0.008221520317925347,0.0,0.0
8,0.7726536777284411,0.35462963581085205,0.0003264758321974013,8.29829110039605e-05,0.00015664498011271158,0.7928419563505384,0.36349207162857056,0.0,5.908542209201389e-05,0.0
9,0.7746014528804355,0.3523148000240326,0.0002993173069424099,0.0012365976969401042,0.00034172005123562284,0.7908896406491598,0.33862432837486267,0.0,0.0,0.0
10,0.759803062511815,0.36772486567497253,0.0006852467854817708,0.00021762450536092122,0.0008495026164584689,0.7847080972459581,0.3603174686431885,0.0,1.0002983940972222e-05,0.0
11,0.7596069734129641,0.36567461490631104,0.0006591267055935329,0.00036020808749728735,0.001962516042921278,0.8041978518168131,0.341269850730896,5.0862630208333336e-05,0.0,0.0
12,0.7521517845491569,0.37063491344451904,0.00014879703521728516,0.0009231262736850315,0.0008457660675048828,0.7741720272435082,0.37830686569213867,0.0008383009168836806,0.0020353529188368055,0.0
13,0.7496898879607519,0.37268519401550293,0.00031534963183932834,0.0013621502452426486,0.0014478471544053819,0.7713886943128374,0.37142857909202576,0.003388786315917969,0.0063568115234375,0.0002540376451280382
14,0.7465073943138123,0.37056878209114075,0.0017988761266072592,0.0017172561751471625,0.0013132823838127984,0.7688019282288021,0.36772486567497253,0.0009820514255099826,0.00013593037923177083,0.0
15,0.7510877108408345,0.36660054326057434,0.0027235878838433158,0.0014889227019415962,0.001171137226952447,0.7658080531491174,0.3931216895580292,0.0030758751763237846,0.0013320498996310763,2.924601236979167e-06
16,0.7706953383982181,0.3593254089355469,0.00021660460366143121,0.00040805207358466256,0.005632176664140489,0.7671406163109673,0.3603174686431885,0.002792146470811632,0.0015469233194986979,1.9073486328125e-07
17,0.7855542124973403,0.3533730208873749,0.00040257109536064994,0.002098923259311252,0.0009466502401563856,0.7742011215951707,0.38148146867752075,0.0,0.0,0.0
18,0.7490166328847409,0.37169313430786133,0.002163120110829671,0.0005616916550530328,0.004219706853230794,0.825348499086168,0.3539682626724243,0.0005071640014648437,0.0,0.0
19,0.7417568249420987,0.37341269850730896,0.0028051747216118706,0.001978139082590739,0.0020101679695977105,0.7669424249066247,0.3693121671676636,0.004201634724934896,0.0,0.0026090833875868054
20,0.7698051946858565,0.35079365968704224,0.0011712895499335395,0.001071888870663113,0.005973055627610948,0.789509207672543,0.351322740316391,0.0011233011881510416,0.0,0.0
21,0.7438955965141455,0.36865079402923584,0.0008270038498772516,0.0006492031945122613,0.00264182620578342,0.7662652989228567,0.3772486746311188,0.0002414279513888889,0.002602068583170573,6.279415554470487e-05
22,0.7424029529922538,0.3697751462459564,0.0022857016987270777,0.0007208598984612359,0.0026716828346252442,0.7611196590794458,0.3693121671676636,7.671780056423611e-06,0.006113688151041667,0.0007196426391601563
23,0.7567156683239672,0.3670634925365448,0.0016866352823045518,0.0038886666297912598,0.0023340251710679796,0.7617571526103549,0.3671957552433014,0.005507257249620225,0.00038604736328125,0.00014635721842447917
24,0.7371638545559512,0.37447088956832886,0.003438735008239746,0.0018722520934210884,0.0007054885228474935,0.7597715477148692,0.3777777850627899,0.012120140923394097,0.0008869171142578125,1.1698404947916667e-05
25,0.7667392558521695,0.356415331363678,0.0025313986672295466,0.0066497524579366045,0.00112686554590861,0.7656973527537452,0.3957671821117401,0.004625913831922743,0.0,0.002016470167371962
26,0.7482427702181869,0.3660714328289032,0.004052253564198812,0.0049545341067843965,0.001211384932200114,0.8451197200351291,0.3539682626724243,0.0,0.0,2.498626708984375e-05
27,0.7508589659300116,0.35958993434906006,0.0027238064342074925,0.002549813853369819,0.0013796117570665147,0.7638005647394392,0.3830687701702118,0.0029012044270833332,0.0004951688978407118,0.0
28,0.750285565521982,0.36369046568870544,0.005496340327792697,0.0012664675712585449,0.005583594905005561,0.7634047117498186,0.37671956419944763,0.0,0.01159203847249349,4.681481255425347e-05
29,0.7347543062021334,0.37764549255371094,0.002419006824493408,0.002904171413845486,0.0014155639542473687,0.7598987797896067,0.385185182094574,4.238552517361111e-08,0.0007076687282986111,0.0001346164279513889
30,0.7404595665633679,0.36541005969047546,0.0018078287442525227,0.0004886613951789008,0.0038489699363708496,0.7588550779554579,0.385185182094574,0.00039774576822916666,0.0011136372884114583,5.9382120768229166e-05
31,0.7637620975159937,0.3662698268890381,0.00408732361263699,0.001354344685872396,0.005134635501437717,0.8992740816540188,0.3433862328529358,0.01362357669406467,0.0,0.0
32,0.7737279656860564,0.35978835821151733,0.0025264779726664227,0.0010716491275363498,0.0006760822402106391,0.7606755018234252,0.3682539761066437,7.328457302517362e-05,0.00048575931125217014,0.00020514594184027778
33,0.7360782974296146,0.37863755226135254,0.0016773091422186957,0.0017148256301879883,0.0029429846339755587,0.7612417724397448,0.3693121671676636,0.005027008056640625,0.0,0.00012609693739149306
34,0.756055212020874,0.3609788417816162,0.006794981161753337,0.0006379365921020507,0.002114276091257731,0.7612595776716868,0.385185182094574,0.0006195492214626736,0.002711613972981771,0.0
35,0.7349018839912282,0.3720899522304535,0.0014939573076036242,0.0034185263845655654,0.0016823781861199272,0.7670942770110236,0.37460318207740784,0.0,0.0,0.0
